Gerard Schaak & Maria Zegers	1
Gerard Rogge & Geertruit Konink	1
Frederik Montanus & Anna Cornelia Blom	1
Gerard Reessen & Maria Nering	1
Fredrik Arentsz & Katharina Elizabeth Robidé	1
Gerard Coren & Margarita Dilburgh	1
Fredrik Dirk de Ram & Willemina van den Bergh	1
George (Jr) Clifford & Anna Sara Treschouw	1
George Hoffham & Geertruida Geelings	1
George Harmes & Petronella Elisabeth Koolaert	1
George Bruyn & Lavina van Oosterwyk	1
Galenus van Baerle & Johanna Willemina Streso	1
Galenus van Baerle & Wilhelmina Verwit	1
George Boudens & Johanna Boddens	1
Georg Biedendorff & Anna Maria Hartwyk	1
George de Visscher & Eva Elizabeth Lynslager	1
Gelinus van Spaan & Agatha van der Wallen	1
Geleyn Evertsen & Johanna van Citters	1
Geerling Kops & Sara Teyler	1
Gebroeders Brouerius & Gezusters Hermansz.	1
Geeraerd Claesz Blaaupot & Elisabet Wachtendonk	1
Geeraerd Sam & Henrika Franken	1
George Wetstein & Anna Otto	1
George van Haemstede & Catharina van Hengel	1
Fredrik Duim & Catarina Coesvelt	1
Fredrik Wilkens & Katharina Schalbruch	1
Fredrik Hendrik baron van Dedem & Henrietta Gesina baronesse van Zuylen van Nievelt	1
Gerard Bouricius & Clara Maria van Riedt	1
Fredrik Richters & Maria Reering	1
Geraerd Crommon & Alette Maria de Geer	1
Fredrik Sibinga & Harmanna Maria Wildervanck	1
Fredrik Wilkens & Anna Margareta Goll	1
Freederyk Dumant & Maria van Bleiswyk	1
Galenus Abrahamsz & Sara Bierens Abrahams	1
Gerad de Mauregnault & Johanna del Tombe	1
Gabriel ten Cate & Magdalena Hobroek	1
Geraard den Otter & Waintje Kuypen	1
Gale Gales & Katarina La Clé	1
Georgius van Ingen & Oetilia Martens	1
Georgius Sonhoven & Adriana Reine	1
Françoys de Wolf & Geertruyt Slicher	1
Françoys Pekstok & Geertruyd van Os	1
François Bruiningh & Kornelia van Tongeren	1
Françoys Maes & Tanneken Triers	1
Geeraert Karels Morel & Margarita Abrahams Melane	1
Gerlacus Doys & Maria Goraiska	1
François Issendorp & Catharina Elisabeth Muller	1
Gerhart Sichterman & Louisa Christina Trip	1
Gerhart Franken & Katharyne Adelheit Moonen	1
Gerhardt Meulenbroek & Elisabeth Breda	1
Gerhard Warmeloo & Johanna Tichlers	1
Gerhard Podt & Sara Alida Eekhout	1
Gerhard David op ten Noordt & Henrietta Beatrix Brantsen	1
Gerhard Creyinck t'Overlaer & Anna van Rhemen ter Hoeven	1
Gerhard Bors van Waveren & Johanna van de Poll	1
Gerbrant Hartzen & Ida Blok	1
François Kox & Sara de Stoppelaar	1
François Laurentius & Maria van Overschie	1
Gerardus van der Graaf & Geertruida Mortier	1
Gerret Byl & Elisabeth Sluys	1
Gerret Danys & Maeyken Hendericks	1
Gerret Dinkelaag & Engeltje Adriaans	1
Gerrit Fortgens & Geertruid Spronck	1
François Changuion & Johanna Soyer	1
Gerrit Jz Backer & Johanna Backer	1
François Constantijn Druyvestein & Cornelia Anna van Royen	1
Gerrit Jan Mulders & Suzanna Maria Vosding	1
François Coppens & Elisabeth Sanderus	1
Gerrit Hendricksz Hudde & Maria Ionasd Witsz	1
François Hermans & Suzanna de Marees	1
Gerrit Albertus Podt & Alida Anna Ens	1
Gerrit Fortgens & Anna Gryspeert	1
Gerrit Diep-ring & Rykje Tjerks	1
Gerrit Cornelisz Mars & Fytje Symons Verlaan	1
Gerrit Boon & Jacoba van Ostade	1
Gerrit Blaaupot & Paulina de Bosch	1
Gerrit Barendsz Nieukerk & Sara Hendrina Swartwout	1
Gerardus van Wiert & Kornelia Joris	1
Gerardus van Maanen & Maria de Klopper	1
François Rygerbos & Sara Clasina ter Bruggen	1
Gerard de Mauregnault & Johanna Del Tombe	1
Gerardus Aemilius & Elizabeth Antonia van der Meulen Niellius	1
Gerard van Oosten & Anna Catharina Luyken	1
Gerard van Heyningen & Elisabeth de Clercq	1
Gerard van Brandwyk & Agatha van der Burch	1
Gerard van Bleyenburg & Wyva Ida Mooy	1
Gerard de Wit & Maria Backer	1
Gerard de Mauregnault & Johanna Cornelia de Muincq	1
Gerardus Beeldsnyder & Sara Maria van Droogenhorst	1
François van Bochoven & Hendrina Christina de Lantman	1
Gerard de Haan & Margaretha Kornelia Canzius	1
François van Halmael & Barbara van Wylik	1
Gerard de Bye & Suzanna Beatrix van Assendelft	1
François van Halmael & Sara de Witt	1
François van Harencarspel & Anna Apolonia Looten	1
François de Vroede & Klara Roeters	1
Gerardus Biermans & Joanna van Vrede	1
François Straalman & Margareta Kops	1
Gerardus Steenhuysen & Jannetje de Vries	1
Gerardus van Lier & Elizabet van Breenen	1
Gerardus van Alphen & Maria van Dorp	1
François Vasmer & Geertruy van Drielst	1
François de Leus & Maria Dibbetz	1
Gerardus de Broen & Margareta Dronkemol	1
Gerardus Wellerman & Cornelia Maasland	1
François de Vicq & Maria Jacoba van Bredehoff	1
Gerardus Groen & Maria Walton	1
Gerardus Seevenhuisen & Aletta Maria van Rouveroy	1
Gerardus Oudemans & Maria Schouten van den Bergh	1
Gerardus Maatschoen & Maria de Bree	1
Gerardus Kuypers & Josina Petronella Alberda	1
Gerardus Jacobus Staats & Johanna Clumper	1
Gerardus II Borstius & Susanna van Thiel	1
Gerard Kuyken & Femmilia van Leuvenig	1
Zeger van Son & Petronella de Wacker	1
Gysbregt Beudt & Jakoba de Koning	1
Isaac Snep & Cornelia Slagregen	1
Isaak van den Bogaard & Sara van den Bosch	1
Isaak de Neufville & Petronella de Neufville	1
Isaak Wurtz & Sara Emilia Dominicus	1
Isaak Ubingh & Hendrina Elisabeth Voet van Winssen	1
Isaak Oostenraat & Maria van den Bogaard	1
Isaak Muyssart & Clara Hillegonda van Collen	1
Isaak Galenus & Anna van Groeningen	1
Isaak Du Sart & Anna Brugman	1
