id;label;function;year;place_print
4165;Adam van Halen & Richarda van Borrevelt;Bruidspaar;1687;
4166;Petrus van der Burgh;Auteur;;
4167;Isaac Ubingh & Hendrina Elisabeth Voet van Winssen;Bruidspaar;1696;
4168;Anthony Thierens;Auteur;;
4169;Rudolf Wetstein & Odilia Kloek;Bruidspaar;1704;
4170;G. Wetstein;Auteur;;
4171;Willem van Oosterwyk & Susanna van Mollem;Bruidspaar;1706;
4172;Sara Copyn;Auteur;;
4173;Arent van Gysen;Auteur;;
4174;Hendrik van Vreede & Adriana Hennebo;Bruidspaar;1706;
4175;Hendrik van de Goese;Auteur;;
4176;Dirk Makreel & Margareta van Veen;Bruidspaar;1707;
4177;Cornelis Sette & Catarina Schellinger;Bruidspaar;1707;
4178;Henrik Hooft (1666-1717) & Agatha van den Bosch;Bruidspaar;1707;
4179;Jan van den Bosch & Albertina Constantia Pater;Bruidspaar;1708;
4180;Joan Kool & Elizabeth Looten;Bruidspaar;1703;
4181;FranÃ§ois Halma;Auteur;;
4182;Isaak Ubingh & Hendrina Elisabeth Voet van Winssen;Bruidspaar;1696;
4183;François Michel Crespin;Drukker;;Amsterdam
4184;Jacobus Verbrugge & Maria Terwen;Bruidspaar;1681;
4185;François van Hoogstraeten;Auteur, Drukker;;Dordrecht
4186;Pieter van Bracht;Auteur;;
4187;Sasbout Souburg & Antonina Moll;Bruidspaar;1682;
4188;Adriaen van Oudenaerden & Kornelia van der Linden;Bruidspaar;1682;
4189;Onias Geldorpius & Galathea van Jongstal;Bruidspaar;1647;
4190;Frans Hardomans;Drukker;;Leeuwarden
4191;Joannes van Es & Alida van der Kercke;Bruidspaar;1683;
4192;Frans Heeneman;Drukker;;Leiden
4193;Ph. van Zijll;Auteur;;
4194;Maurits van Reverhorst & Emmerentia Schrevelius;Bruidspaar;1702;
4195;Joannes van Es & Alida van der Kerck;Bruidspaar;1683;
4196;Philippus van Zyll;Auteur;;
4197;Johannes Brandt;Auteur;;
4198;Frans Houttuyn;Drukker;;Amsterdam
4199;Joan Baptist van Rensselaar & Anna Cornelia de Bruyn;Bruidspaar;1748;
4200;Petrus Fredriksz Cramer;Auteur;;
4201;Jacob Simon Guldensteeden;Auteur;;
4202;Jan Pieter Rathlauw;Auteur;;
4203;Tileman Roostermans & Catharina Brugmans;Bruidspaar;1631;
4204;Frans Pels;Drukker;;Amsterdam
4205;Evert Cramer & Helena van Duren;Bruidspaar;;
4206;Barent Klinkhamer & Cecilia Looten;Bruidspaar;1731;
4207;Frederik Klinkhamer;Drukker;;Amsterdam
4208;Barent (Jr) Klinkhamer;Auteur;;
4209;Symon Zoutman & Maria Hendrix Antwerpen;Bruidspaar;1666;
4210;J. Jacobsz Zoutman;Auteur;;
4211;P.Y. van der Hof;Auteur;;
4212;Klaas Hinlopen & Vroukje Braam;Bruidspaar;1724;
4213;Frederik Schotsman;Drukker;;Harlingen
4214;Johannes Duym;Auteur;;
4215;Joh. Duym;Auteur;;
4216;Jacobus Veenendaal & Gesina Engelbregt;Bruidspaar;;
4217;Frederik van (wed) Metelen;Drukker;;Amsterdam
4218;Willem Koek & Susanna Bateman;Bruidspaar;1754;
4219;Fredrik de Kruyff;Drukker;;Amsterdam
4220;Johannes Koek;Auteur;;
4221;Hendrik Koek;Auteur;;
4222;Willem (Jr) Koek;Auteur;;
4223;J. Wapenkamp geb. Bateman;Auteur;;
4224;Benjamin Swerus;Auteur;;
4225;M. de Leeuw;Auteur;;
4226;F. Wapenkamp geb. Velthoven;Auteur;;
4227;C. Bateman;Auteur;;
4228;Marcus Tim & Maria de Burlett;Bruidspaar;1759;
4229;Adriana Jacoba de Burlett;Auteur;;
4230;de Burlett;Auteur;;
4231;T.V.D.V.;Auteur;;
4232;Maria Elisabeth Boogerdt;Auteur;;
4233;C. Tim;Auteur;;
4234;Johannes Koek & Maria Schuurman;Bruidspaar;1759;
4235;Gerrit Schuurman;Auteur;;
4236;Willem Koek;Auteur;;
4237;Benjamin P.V.D.K. Swerus;Auteur;;
4238;Jan Goedhart;Auteur;;
4239;N.J.;Auteur;;
4240;J.E.W.;Auteur;;
4241;Matheus Uurling & Katharina Enten;Bruidspaar;1716;
4242;Willem Duim;Auteur, Drukker;;
4243;Johannes Duim;Auteur, Drukker;;
4244;Geertruid Enten;Auteur;;
4245;Johannes Duim & Anna Margaretha Redemeester;Bruidspaar;1716;
4246;Willem P.S. Duim;Auteur;;
4247;Arnout Kops & Johanna Nobeling;Bruidspaar;1698;
4248;Fredrik Helm;Drukker;;Amsterdam
4249;Paulus Loot & Margareta Du Quesnoy;Bruidspaar;1708;
4250;Pr Amour;Auteur;;
4251;Johannes de Witt & Heleena van Weeren;Bruidspaar;1709;
4252;Hendrik van Casteren;Auteur;;
4253;Pieter van der Meulen & Catharina Banker;Bruidspaar;1710;
4254;Emanuel van der Hoeven;Auteur;;
4255;Gerrit Brandt;Auteur;;
4256;Jacobus Bruyn & Wilhelmina Keller;Bruidspaar;1718;
4257;Balthazar van Nyvelzeels & Adriana van Leeuwen;Bruidspaar;1724;
4258;J.P. Starke;Auteur;;
4259;Pieter Spranger & Alida Schippers;Bruidspaar;1705;
4260;Wilhelm de Meester & Cornelia Nuck;Bruidspaar;1706;
4261;Balthazar van Nyvelzeels & Adriaana van Leeuwen;Bruidspaar;1724;
4262;Joost van Veen & Aletta Mor;Bruidspaar;1715;
4263;Joan Balduin Schulte & Geertruy Schilt;Bruidspaar;1717;
4264;Anthoni Croesen & Geertruyd Blom;Bruidspaar;1718;
4265;Michiel Adriaan van Pantegem Pille & Anna Maria Cunaeus;Bruidspaar;1754;
4266;Gabriël Clement;Drukker;;Middelburg
4267;Wiggert A.H. Wargaren;Auteur;;
4268;Bastiaan Ewaldus Reynvaan;Auteur;;
4269;Nicolaus Beets & Anna van Wassen;Bruidspaar;1659;
4270;Gabriel de Roy;Drukker;;Amsterdam
4271;Jacob Hoofman & Margareta Heems;Bruidspaar;1731;
4272;Geertruyd van Kessel;Drukker;;Haarlem
4273;Pieter Langendijk;Auteur;;
4274;Adriaen van Diephout & Anna Take;Bruidspaar;1674;
4275;Geldorp;Drukker;;Haarlem
4276;Joost Hoofman & Sara van Amerongen;Bruidspaar;1688;
4277;Elizabeth Hoofman;Auteur;;
4278;Pieter de Wit & Magdaleene van Damme;Bruidspaar;1682;
4279;Jacobus van Santen;Auteur;;
4280;Johannes van de Ryp & Judith ten Kate;Bruidspaar;1696;
4281;Jacob Storm;Auteur;;
4282;Abraham Gryspaard & Susanna de Munnik;Bruidspaar;1700;
4283;Johannes Wallis;Auteur;;
4284;Pieter van Toorenburg;Auteur;;
4285;Adriaan van Houten;Auteur;;
4286;Isaac Teyler & Maria van der Hulst;Bruidspaar;1701;
4287;N. Verbeek;Auteur;;
4288;Jan van Dalen;Auteur;;
4289;Anthony Hoorens & Margareta Geldorp;Bruidspaar;1703;
4290;S. van Elsland;Auteur;;
4291;Pieter Decker & Johanna de Nys;Bruidspaar;1706;
4292;Willem van Reesema & Katharina Gryspeert;Bruidspaar;1706;
4293;Petrus Castelein;Auteur;;
4294;Abraham van den Bergh & Susanna van Arckel;Bruidspaar;1706;
4295;Dirk Velthaan & Agneta Hakkebort;Bruidspaar;1707;
4296;Jan Popta & Susanna Hakkebort;Bruidspaar;1707;
4297;Coenraad van Vollenhoven & Susanna van Diepenbroek;Bruidspaar;1707;
4298;Coenraad van Diepenbroek;Auteur;;
4299;Jan Egels & Maria Snep;Bruidspaar;1708;
4300;Jan van Pomeren & Hendrina Gryspeert;Bruidspaar;1709;
4301;D. Bronsveldt;Auteur;;
4302;Jacob Engelgeer & Maria Bonte;Bruidspaar;1709;
4303;Anthony van den Bogaard & Sara Cardoes;Bruidspaar;1714;
4304;Isaak Oostenraat & Maria van den Bogaard;Bruidspaar;1715;
4305;Johannes van de Ryp & Judith ten Cate;Bruidspaar;1696;
4306;Jacobus Barnaart & Jacoba Verhamme;Bruidspaar;17XX;
4307;Jacob van der Voore & Sara Galenus;Bruidspaar;1695;
4308;Elisabeth Koolaart geboren Hoofman;Auteur;;
4309;Cornelis van Walre & Cornelia van Beusecom;Bruidspaar;1689;
4310;Tobias Slagh-regen & Johanna van Westerhoven;Bruidspaar;1678;
4311;Hieronimus Terwe & Maria van de Ryp;Bruidspaar;1685;
4312;Jan Corver & Sara Maria Trip;Bruidspaar;1713;
4313;Gerard onder de Linden;Drukker;;Amsterdam
4314;Paulus Snellen & Margareta Geertruda van Beeck;Bruidspaar;1714;
4315;Jan van der Strengh & Maria Leydecker;Bruidspaar;1719;
4316;Pieter van der Strengh & Magdalena Luls;Bruidspaar;1720;
4317;Pieter Schuurman & Alida Jacoba Beeldsnyder;Bruidspaar;1722;
4318;Augustinus van Hoef & Alida Westerhout;Bruidspaar;1723;
4319;Johannes Bellingwout;Auteur;;
4320;Lambert Haagen & Soetje Nieulandt;Bruidspaar;1723;
4321;Wilhelmus Pekstok & Flora Boots;Bruidspaar;1723;
4322;J. Boots;Auteur;;
4323;D. Boots;Auteur;;
4324;Cornelius de Bruyn & Elizabeth van Oosten;Bruidspaar;1725;
4325;Gerard Beelaerts & Kornelia Eliana Scott;Bruidspaar;1717;
4326;Philippus van der Hoeven & Anna Verwey;Bruidspaar;1691;
4327;Gerard van Wyen;Drukker;;Rotterdam
4328;Jacob Neelen Prsz & Belia Brouwer;Bruidspaar;1700;
4329;Gerardus (I) Borstius;Drukker;;Amsterdam
4330;Jacob Neelen Jbsz.;Auteur;;
4331;Johannes Sylvius & Sophia Luyken;Bruidspaar;1691;
4332;Nicolaas (Jr) Lublink & Angneta Fogh;Bruidspaar;1759;
4333;Gerardus (Jr) Lequien;Auteur, Drukker;;Amsterdam
4334;Daniel Roeper Lublink;Auteur;;
4335;Laurens Bosch;Auteur;;
4336;H. Fogh;Auteur;;
4337;Jan Hendrik Fogh;Auteur;;
4338;J.F. Kehler;Auteur;;
4339;Fredrik Cramer & Elisabeth van Houten;Bruidspaar;1757;
4340;Jacobus Cramer;Auteur;;
4341;Hendrik Cramer;Auteur;;
4342;Cornelis Cramer;Auteur;;
4343;Franciscus Adrianus van Achter;Auteur;;
4344;Hendrik Cramer & Alida van Driest;Bruidspaar;1759;
4345;Maria Dorothea van Driest;Auteur;;
4346;Johannes van Driest;Auteur;;
4347;Wynandus van Driest;Auteur;;
4348;W. de Leeuw;Auteur;;
4349;Willem Hendrik s' Jacob & Anna Sylvius;Bruidspaar;1760;
4350;Abraham Sylvius;Auteur;;
4351;Benjamin Soorbeek Vroom;Auteur;;
4352;Jan Jacob Vroom;Auteur;;
4353;Casparus Raket;Auteur;;
4354;Jan Jacob Momma;Auteur;;
4355;Gerardus I Borstius;Drukker;;Amsterdam
4356;Hendrik Sylvius;Auteur;;
4357;L. Sylvius;Auteur;;
4358;D. Sylvius;Auteur;;
4359;J. Bloem;Auteur;;
4360;Jacob Pietersz van Neelen & Belia Brouwer;Bruidspaar;1700;
4361;Jacob Jacobsz van Neelen;Auteur;;
4362;Hieronymus Simonsz van Alphen & Martina Biler;Bruidspaar;1698;
4363;J. Costius;Auteur;;
4364;Johan baron van Arnhem;Auteur;;
4365;Jan Jacob Muller & Johanna Paauw;Bruidspaar;1748;
4366;Gerardus van Hattum;Drukker;;Amsterdam
4367;C. Kemper;Auteur;;
4368;Carel Philip van Brakel & Wilda van Wyhe;Bruidspaar;1708;
4369;Gerret van Leeuwen;Drukker;;Tiel
4370;Jan Veen Rentinck & Maria Mol;Bruidspaar;1731;
4371;Gerrit Bouman;Auteur, Drukker;;Amsterdam
4372;Arnout Rentink;Auteur;;
4373;Albertus van Westerhof;Auteur;;
4374;G. de Jong;Auteur;;
4375;Cornelis van der Strengh & Hillegonda Duyf;Bruidspaar;1729;
4376;Jeremias Henricus Brunings & Froukje Fopma;Bruidspaar;1729;
4377;Hendrik Hoffham & Geertruyd Hoffham;Bruidspaar;1730;
4378;Gerard Hoffham;Auteur;;
4379;P. Hoffham;Auteur;;
4380;Dirk Jemans;Auteur;;
4381;Johannes Meyer & Clara Bel;Bruidspaar;1732;
4382;A. Grendel;Auteur;;
4383;Jan Arnold Jansz van Orsoy & Isabella Jacoba Sibmacher;Bruidspaar;1732;
4384;J.F. Sibmacher;Auteur;;
4385;Wilhelm van Pembroek & Clazina Boon;Bruidspaar;1731;
4386;Nicolaas van Pembroek;Auteur;;
4387;Abraham van Pembroek;Auteur;;
4388;Daniel van Pembroek;Auteur;;
4389;Gerarda van Pembroek;Auteur;;
4390;Yda van Pembroek;Auteur;;
4391;Jacob de Vrolik & Magdalena de Man;Bruidspaar;1733;
4392;Cornelis de Vrolik;Auteur;;
4393;Joan Boekart & Anna van Oldenhoven;Bruidspaar;1661;
4394;Gerrit Harmansz;Drukker;;Amsterdam
4395;B. Le Bruyn;Auteur;;
4396;Govert Boelisz & Margrieta Adriaens;Bruidspaar;1617;
4397;Gerrit Hendricxsz van Breughel;Auteur, Drukker;;Amsterdam
4398;Claas Adriaensz Buyk & Aaltjen Jacobsd Calven;Bruidspaar;1615;
4399;Jan Geurtsz & Machteltgen Claes;Bruidspaar;1614;
4400;Willem Hendericxsen & Annetgen Pieters Spiegels;Bruidspaar;1611;
4401;Jan Sieuwertsz Kolm;Auteur;;
4402;Jan Hendricksoon & Chatarina Martens;Bruidspaar;1617;
4403;Lenaert Hosman & Sara de Witte;Bruidspaar;1615;
4404;Broer Jansz & Elizabeth Philipsd;Bruidspaar;1622;
4405;Petrus Ramaert & Sara Huybrechts;Bruidspaar;1640;
4406;Gerrit Kuyper;Drukker;;Amsterdam
4407;Jan van Royen & Anna Catharina de Moor;Bruidspaar;1699;
4408;Gerrit Muntendam;Drukker;;Utrecht
4409;Jacob Verbeek & Beatrix van Hees;Bruidspaar;1705;
4410;Tymen van Rooyen & Elisabeth Keppel;Bruidspaar;1711;
4411;Diderik de Leeuw & Sara Hinlopen;Bruidspaar;1711;
4412;Petrus Vuyst & Barbara Wilhelma Gerlings;Bruidspaar;1714;
4413;Andries Oortman & Catharina Linnich van Koppenol;Bruidspaar;1714;
4414;Dionys Oortman;Auteur;;
4415;Casper Burman & Anna Maria de la Bassecour;Bruidspaar;1716;
4416;Pieter Messchert Janszoon & Anna van Dulcken;Bruidspaar;1711;
4417;W. Koolenkamp;Auteur;;
4418;Petrus Vuyst & Barbara Wilhelmina Gerlings;Bruidspaar;1714;
4419;Kataryna Johanna de With;Auteur;;
4420;Joannes Terwen & Levina de Graad;Bruidspaar;1691;
4421;J.T.L.;Auteur;;
4422;Johannes Waterham & Elizabeth Geniets;Bruidspaar;1749;
4423;Gerrit Noordbeek;Drukker;;Amsterdam
4424;M.E. Waterham;Auteur;;
4425;Jacob Martini & Johanna van der Lyn;Bruidspaar;1684;
4426;Gerrit Rammazeyn;Drukker;;s-Gravenhage
4427;R.J.A. H.V.E.P.R.;Auteur;;
4428;Joannes Vollenhove & Maria Backer;Bruidspaar;1691;
4429;Elisabeth van den Heuvel;Auteur;;
4430;Jan van Alonse & Anna van der Kloot;Bruidspaar;1701;
4431;Constantia van der Kloot;Auteur;;
4432;Holland Valk van Blanken & Dorothea Bosch;Bruidspaar;1707;
4433;Rexivit van Naerssen;Auteur;;
4434;Hendrik van der Hulst;Auteur;;
4435;Claudius Lormier & Johanna Catharina Steenlack;Bruidspaar;1712;
4436;Johan van Buren & Adriana Dingmans;Bruidspaar;1713;
4437;Alewyn van der Horst & Barbara de Graaf;Bruidspaar;1702;
4438;H.V. van Blanken;Auteur;;
4439;Caspar Brandt & Agatha Paets;Bruidspaar;1691;
4440;Gerrit Slaats;Drukker;;Amsterdam
4441;Cornelis van Alkemade;Auteur;;
4442;J. van Groenveld;Auteur;;
4443;Johannes Cramer & Adriana Margareta van Asperen;Bruidspaar;1718;
4444;Laurens de Haan;Auteur;;
4445;Petrus de Wit;Auteur;;
4446;Paulus Verryn & Agneta Blok;Bruidspaar;1706;
4447;Johannes de Goede & Margareta Tykmaker;Bruidspaar;1702;
4448;Jan Melchiors & Maeyke Jans;Bruidspaar;1654;
4449;Gerrit Sweerssz;Drukker;;Sneek
4450;Henrik Nylant & Gerbregh Holt;Bruidspaar;1679;
4451;Gerrit Tydeman;Drukker;;Zwolle
4452;C. Assueri;Auteur;;
4453;Gerrit Tielenburg;Drukker;;Amsterdam
4454;Jacob Sydervelt & Maria van Oosterwyk;Bruidspaar;1738;
4455;Adriaan Koekebakker & Jacoba Maria Luykink;Bruidspaar;;
4456;A.T. Hoorn;Auteur;;
4457;Jan Adriaan Koekebakker & Elizabeth Luykink;Bruidspaar;1738;
4458;Johannes Godefredus Uterwyk & Allegonda van Broekhuysen;Bruidspaar;1705;
4459;Balduinus van Offenberg;Auteur;;
4460;Petrus Hendericus Sophi & Alida Scholten;Bruidspaar;1731;
4461;Gerrit van den Broek;Drukker;;Amsterdam
4462;Theodorus Munnekemolen & Brigitta Muurling;Bruidspaar;1705;
4463;Gerrit Welhem;Drukker;;Alkmaar
4464;Johan Joon & Maria Groen;Bruidspaar;1710;
4465;Ysbrand Watervliet;Auteur;;
4466;Johan Godfried Hoisingh & Anna Aurelia Appius;Bruidspaar;1728;
4467;Gesina Elama;Drukker;;Groningen
4468;Friedrich Adam Widder;Auteur;;
4469;Gerard Nicolaas Heerkens;Auteur;;
4470;Arnold Kulenkamp;Auteur;;
4471;Thomas van Limburg;Auteur;;
4472;Michiel Beckeringh;Auteur;;
4473;Petrus Lollema;Auteur;;
4474;E.E.N.C.;Auteur;;
4475;Simon van Leeuwarden & Agneta Hancock;Bruidspaar;1720;
4476;Gijsbert de (wed) Groot;Drukker;;Amsterdam
4477;Klaas Pater & Aaltje Mars;Bruidspaar;1708;
4478;Pieter Grebber;Auteur;;
4479;Dirck Reynders & Catharina de Groot;Bruidspaar;1710;
4480;Pieter Delcourt;Auteur;;
4481;Herman Rampen;Auteur;;
4482;M. Kotman;Auteur;;
4483;Melchizedek (ca 1700) Olingius;Auteur;;
4484;A.V.D.;Auteur;;
4485;Gerrit Cornelisz Mars & Fytje Symons Verlaan;Bruidspaar;1711;
4486;Claas Ysbrandsz Voogt & Niesje Hillebrands Verlaan;Bruidspaar;1712;
4487;Pieter Keur & Kornelia de Groot;Bruidspaar;1712;
4488;A. Keur;Auteur;;
4489;Rykard Rampen;Auteur;;
4490;Cornelis Lont & Adriana Elisabeth de With;Bruidspaar;1740;
4491;Gijsbert de Groot Keur;Drukker;;Amsterdam
4492;Ludolf Simon de With;Auteur;;
4493;Everardus Dudok;Auteur;;
4494;Jan van Dilsen & Petronella Margaretha Vos;Bruidspaar;1749;
4495;Gijsbert Oudshoorn;Drukker;;Amsterdam
4496;Samuel Lenaerts & Jenetta Margareta Petersen;Bruidspaar;1734;
4497;Gijsbert Rijkman;Auteur, Drukker;;Amsterdam
4498;Cornelis Lenaerts;Auteur;;
4499;Pieter Costerus;Auteur;;
4500;Barend de Harde & Cornelia Coyman;Bruidspaar;1732;
4501;Fredrik de Harde;Auteur;;
4502;Willem Paling;Auteur;;
4503;Aubin Cazalz;Auteur;;
4504;Jacob Obbens;Auteur;;
4505;Daniel van Laren & Cecilia Muhl;Bruidspaar;1733;
4506;H. van Laar;Auteur;;
4507;Daniel van Laren & Ceclilia Muhl;Bruidspaar;1733;
4508;Gijsbert van Paddenburg;Drukker;;Utrecht
4509;Jan Jacob de Haan;Auteur;;
4510;Gerhard Nahuys;Auteur;;
4511;David Broers & Christina Spronck;Bruidspaar;1683;
4512;Gillis Joosten Saeghman;Drukker;;Amsterdam
4513;M. Broers;Auteur;;
4514;Michiel van Gesser & Catrina van der Styl;Bruidspaar;1683;
4515;Isaac van der Styl;Auteur;;
4516;Abraham Pillera & Elisabeth Lanham;Bruidspaar;1706;
4517;Gillis van Limburg;Drukker;;s-Gravenhage
4518;Geleyn Evertsen & Johanna van Citters;Bruidspaar;1707;
4519;Caspar Brandt & Leonore Tongerlo;Bruidspaar;1686;
4520;Joannes Vollenhove;Auteur;;
4521;Frans de Haes (c.1658-1690);Auteur;;
4522;Wolfgang Abraham van Gerstdorf & Anna van der Linden;Bruidspaar;1705;
4523;Barent van Schagen & Henderika Gezelle;Bruidspaar;1710;
4524;P. Gezelle;Auteur;;
4525;Bernard Doll' & Maria Anna Schimmelpenning;Bruidspaar;1710;
4526;Karel Johan van der Heiden de Gouda;Auteur;;
4527;Joannes Hemmes;Auteur;;
4528;J. van Crugten;Auteur;;
4529;Everhard François Schimmelpenning;Auteur;;
4530;Hendrik van Oeryk;Auteur;;
4531;Adriaan van Texeli & Cornelia Guldemont;Bruidspaar;1701;
4532;Johannes van Bueren;Auteur;;
4533;Bernard Doll & Maria Anna Schimmelpenning;Bruidspaar;1710;
4534;Adriaan Snouck & Cornelia Maria Zuydland;Bruidspaar;1708;
4535;Godewaard de Casembroot;Auteur;;
4536;Jacobus Boutkan & Hester van der Kindert;Bruidspaar;1712;
4537;Goeree;Drukker;;Amsterdam
4538;A. van Sleyden;Auteur;;
4539;Arent Bosch & Eletta Thesingh;Bruidspaar;1718;
4540;Hendrik van Halmael;Auteur;;
4541;Jacob Verbeek & Maria van Raat;Bruidspaar;1708;
4542;Jan Ovaar & Peternella Mesdag;Bruidspaar;1681;
4543;Pieter Vlaming & Wynanda Calkoen;Bruidspaar;1706;
4544;Elie A.W. Des Pommare;Auteur;;
4545;Willem Vlaming & Katharina Theodora Beek;Bruidspaar;1707;
4546;A.W.;Auteur;;
4547;Jan Swart & Sara van Heule;Bruidspaar;1707;
4548;Johannes Hol & Margareta van Westerhoven;Bruidspaar;1708;
4549;P. van Loo;Auteur;;
4550;Jacob Tomasz Teyler & Hester Terwen;Bruidspaar;1708;
4551;Jan Hooft & Anna Rave;Bruidspaar;1708;
4552;George Bruyn & Lavina van Oosterwyk;Bruidspaar;1708;
4553;Hendrik van Eyk & Margareta van Gent;Bruidspaar;1709;
4554;Dirk Hagen & Anna Bleeker;Bruidspaar;1710;
4555;Jacob van Oosterwyck & Anna Bruyn;Bruidspaar;1708;
4556;Jacob Tomasz Teyler & Hester Terwe;Bruidspaar;1708;
4557;Gebroeders Brouerius & Gezusters Hermansz.;Bruidspaar;1705;
4558;Peter Vlaming & Wynanda Calkoen;Bruidspaar;1706;
4559;Willem van Laar & Livina van Coppenoll;Bruidspaar;1712;
4560;Bernardus van Welderen & Maria Zoudenbalch;Bruidspaar;1659;
4561;Gooswynus van Duyn;Drukker;;Tiel
4562;Johannes van Aelhuysen;Auteur;;
4563;Govert Basson;Drukker;;Leiden
4564;Jacob Lambertsz Spaeckenburgh & Geertruyd Jacobs Reael;Bruidspaar;1628;
4565;Evert Haverkamp & Maria Ainsworth;Bruidspaar;1713;
4566;Sigebertus Haverkamp;Auteur;;
4567;Jacobus de Beer & Anna Elisabeth Cors;Bruidspaar;1738;
4568;Gustavus Martini;Drukker;;Amsterdam
4569;Adriaen van Bleysweyk & Petronella Sibregta Codde van der Burgh;Bruidspaar;1737;
4570;H. van Stralen;Drukker;;Enkhuizen
4571;Paulus Chevallier & Margareta Geertruid Alberthoma;Bruidspaar;1753;
4572;Hajo Spandaw;Drukker;;Groningen
4573;Robertus Alberthoma;Auteur;;
4574;Ewald Hollebeek & Anna Maria Gerdes;Bruidspaar;1758;
4575;Eberhard Heineken;Auteur;;
4576;Gillis d' Remaulx & Catharina Egels;Bruidspaar;1642;
4577;Hans Passchiers van Wesbusch;Drukker;;Haarlem
4578;Pieter Rezen & Apollonia Loopers;Bruidspaar;1621;
4579;Hans van der Hellen;Drukker;;Middelburg
4580;Salomon van de Vivere & Perina de Monier;Bruidspaar;1636;
4581;Jacobus van de Vivere;Auteur;;
4582;Cornelis Matthaeus & Hester Du Pire;Bruidspaar;1621;
4583;Hans Walschaert;Drukker;;Amsterdam
4584;Adrianus Blok & Catarina Hillegonda Hennebo;Bruidspaar;1730;
4585;Harder van Ditmer;Drukker;;Amsterdam
4586;Anna Geertruy Woordenberg;Auteur;;
4587;Jan van Kesteren & Lucresia Rosdorp;Bruidspaar;1720;
4588;Anthony van der Voort;Auteur;;
4589;Arnoldus Noordbeek;Auteur;;
4590;Jacob (ca 1679-) Trigland & Margareta Elisabeth de Geer;Bruidspaar;1707;
4591;M. Trigland;Auteur;;
4592;Isaac van Waesberge & Dina van den Bossche;Bruidspaar;1628;
4593;Harman Huyghensz Moininckx;Drukker;;Rotterdam
4594;Zacharias van den Bossche;Auteur;;
4595;Wigbold Slicher (1627-1718) & Elisabet Spiegel;Bruidspaar;1701;
4596;Harmanus van Leeuwen;Drukker;;s-Gravenhage
4597;Dirck Jansen de Hoogh & Maria Goverts Knol;Bruidspaar;1628;
4598;Harmen Jansz (erven) Muller;Drukker;;Amsterdam
4599;Bastiaan Oudemans & Geertruit Geselschap;Bruidspaar;1731;
4600;Jan Pietersz van Dijck & Aefgen Jans Ops;Bruidspaar;1611;
4601;Hendrick Barentsz;Drukker;;Amsterdam
4602;Pieter Andriesz Valan & Anna Galiaert;Bruidspaar;1644;
4603;Hendrick Jansz Visscher;Drukker;;Amsterdam
4604;F. Swaen;Auteur;;
4605;Willem Meerman & Perina van Limborch;Bruidspaar;1653;
4606;Philippus Matthaeus & Sophia Jans Sydses;Bruidspaar;1656;
4607;Hendrick Rintjes;Drukker;;Leeuwarden
4608;Carel Prince;Auteur;;
4609;Philippus Mattheus & Sophia Jans Sydses;Bruidspaar;1656;
4610;Rochus van Wesel & Margareta de Vries;Bruidspaar;1646;
4611;Hendrick van Esch;Drukker;;Dordrecht
4612;E. van Wesel;Auteur;;
4613;Isaac van Belle & Adriana Hellu;Bruidspaar;1649;
4614;Pieter van Belle;Auteur;;
4615;Bartholomeus van Bracht & Clara van Belle;Bruidspaar;1655;
4616;N. van Ouderkerck;Auteur;;
4617;Daniel Toulooper;Auteur;;
4618;Jan Cockey & Judith Raillard;Bruidspaar;1717;
4619;Hendrik Blank;Drukker;;Amsterdam
4620;M. Cockey;Auteur;;
4621;Nicolaas de Gruson;Auteur;;
4622;Hendrik Bosch;Auteur, Drukker;;Amsterdam
4623;Jacob Kuyper & Hester Roelina Nieuwenhuis;Bruidspaar;1727;
4624;G. ten Naarden;Auteur;;
4625;Lambertus Bondt & Anna Helena van der Sluys;Bruidspaar;1723;
4626;D. Dubourg;Auteur;;
4627;Adrianus van Teems;Auteur;;
4628;Pieter Calkberner & Cornelia Rademaker;Bruidspaar;1724;
4629;Jan Held & Sofia van Laar;Bruidspaar;1729;
4630;Adam der Kinderen;Auteur;;
4631;Maria Huygens;Auteur;;
4632;J.F. Wever;Auteur;;
4633;Isaac van Ryneveld;Auteur;;
4634;Hendrik van der Plaat & Dieuwertje de Jeugt;Bruidspaar;1715;
4635;Willem Redogh & Maria Parsoy;Bruidspaar;1725;
4636;Hendrik Redogh;Auteur;;
4637;C. van Dyk;Auteur;;
4638;Johannes Tideman & Anna Maria Vlotman;Bruidspaar;1719;
4639;Bruno G.M. Tideman;Auteur;;
4640;Elias van Ysendyk & Sara Overzee;Bruidspaar;1727;
4641;I. J.T. Overzee;Auteur;;
4642;Michiel Hals & Katharina Scholten;Bruidspaar;1727;
4643;Nicolaas Paradys & Cornelia Toll;Bruidspaar;1742;
4644;Hendrik Boussiere;Drukker;;Amsterdam
4645;Dirk L.M.Q.P.P.O. Toll;Auteur;;
4646;Willem Hendrik Nolthenius;Auteur;;
4647;J.H.;Auteur;;
4648;Dirk Toll & Maria Hubert;Bruidspaar;1745;
4649;Petrus Hubert;Auteur;;
4650;Nicolaas Paradys;Auteur;;
4651;Jan Biman & Margareta Puit;Bruidspaar;1741;
4652;Pieter Hoexma;Auteur;;
4653;Hendrik de Leth;Drukker;;Amsterdam
4654;Arnoldus Coppius & Geertje Jacobs Lastmans;Bruidspaar;1683;
4655;Hendrik Harmensz;Drukker;;Amsterdam
