id;label;function;year;place_print
4656;Everardus van der Hooght;Auteur;;
4657;Hendrik Harmensz Boterenbrood;Drukker;;Amsterdam
4658;Everhardus van der Hooght;Auteur;;
4659;Anthony Schildering & Catharina Knodsenburg;Bruidspaar;1677;
4660;Petrus Michael Welner & Anna Demetrius;Bruidspaar;1709;
4661;Hendrik I Bruyn;Drukker;;Amsterdam
4662;Jakob Schellinger;Auteur;;
4663;Herman Gideon Clemens & Barbara Antonetta Rosina Tscharner;Bruidspaar;1742;
4664;Hendrik I Palier;Drukker;;s-Hertogenbosch
4665;Johannes van den Oever;Auteur;;
4666;Johannes Fredericus Reitz;Auteur;;
4667;Abraham Jellico;Auteur;;
4668;J. van Ruelo;Auteur;;
4669;Hendrik II Bruyn & Catharina Smit;Bruidspaar;1753;
4670;Hendrik II Bruyn;Drukker;;Amsterdam
4671;Izaak Bruyn;Auteur;;
4672;Johannes Bruyn;Auteur;;
4673;Arnoldus Bruyn;Auteur;;
4674;J.H. Konstman;Auteur;;
4675;Lammert Bakker;Auteur;;
4676;Christiaen Paulus Meyer & Lidia Elisabeth Gildemeester;Bruidspaar;1750;
4677;N.K. E.A.;Auteur;;
4678;Hugo Frederik Gildemeester;Auteur;;
4679;Richard Muilman;Auteur;;
4680;Willem Bardewits;Auteur;;
4681;Joan Bouman & Maria Roosen;Bruidspaar;1735;
4682;Hendrik Sligtenhorst;Auteur, Drukker;;Amsterdam
4683;Joan Bouman (Jr);Auteur;;
4684;Alida Reessen;Auteur;;
4685;Jan Brak;Auteur;;
4686;H.L.;Auteur;;
4687;Jan Jacobusz de Wit & Helena Overvest;Bruidspaar;1740;
4688;Leonard Overvest;Auteur;;
4689;Jacobus Jansz Bosman;Auteur;;
4690;J.J. Kingma;Auteur;;
4691;Willem Slotboom & Johanna Verhoeve;Bruidspaar;1746;
4692;Abraham Rutgers;Auteur;;
4693;Pieter Verhoeve;Auteur;;
4694;Johannes Rutgers;Auteur;;
4695;Daniel (Jr) Varlet & Maria Du Mortier;Bruidspaar;1747;
4696;Willem van der Varlet Keere;Auteur;;
4697;Arent van der Keere;Auteur;;
4698;H. van der Keere;Auteur;;
4699;J.J. Varlet;Auteur;;
4700;Lucas Bardon & Geertruyd Smit;Bruidspaar;1749;
4701;Adam Bardon;Auteur;;
4702;Samuel van Breda;Auteur;;
4703;Joannes de Haan & Ida Verhoeve;Bruidspaar;1750;
4704;Jan Hendrik Duisenberg;Auteur;;
4705;W. Duisenberg;Auteur;;
4706;Pieter Willem van Lankeren & Elisabeth Bartelsman;Bruidspaar;1757;
4707;Jan Hendriksz Luden;Auteur;;
4708;Jacob Gefken;Auteur;;
4709;Hendrik Luden;Auteur;;
4710;Jan van Karnebeek & Petronella Johanna Kluppel;Bruidspaar;1749;
4711;Oloff Jolles & Alida Hoebé;Bruidspaar;1740;
4712;Rudolph Marcus & Elizabeth van der Nolk;Bruidspaar;1724;
4713;Hendrik J.J.M. Smets;Auteur;;
4714;Philips van der Nolk;Auteur;;
4715;Pieter van der Nolk;Auteur;;
4716;Jan Moilives van der Noot & Elisabeth Denys;Bruidspaar;1746;
4717;Magdalena Barbara Wellekens;Auteur;;
4718;D.D.;Auteur;;
4719;Simon Linthorst & Susanna Abels;Bruidspaar;1725;
4720;Pieter Linthorst;Auteur;;
4721;Simon Linthorst;Auteur;;
4722;Susanna Abels;Auteur;;
4723;Susanna Geertruy Linthorst;Auteur;;
4724;Arent Linthorst;Auteur;;
4725;Suzanna Le Grand;Auteur;;
4726;Geertruy Linthorst;Auteur;;
4727;Jacobus Linthorst;Auteur;;
4728;Dina Koolhaas;Auteur;;
4729;Harmen Angel;Auteur;;
4730;Jan Jacobsz Marcus & Anna van der Nolk;Bruidspaar;1725;
4731;Gerardus II Borstius & Susanna van Thiel;Bruidspaar;1743;
4732;Jan Outman van den Bergh & Sandrina Maria Burgers;Bruidspaar;17XX;
4733;Nicolaas de Vos & Catharina Heermans;Bruidspaar;1656;
4734;Hendrik Stam;Auteur, Drukker;;Amsterdam
4735;Jan Hoos & Adriana van Coevenhoven;Bruidspaar;1729;
4736;Hendrik Stockinck;Auteur, Drukker;;Amsterdam
4737;Adriaan Jacobsz van Ommering & Maria Louff;Bruidspaar;1730;
4738;Jan Jacobsz van Ommering;Auteur;;
4739;Jacobus Jacobsz van Ommering;Auteur;;
4740;Hendrik Coesvelt & Aletta van Rincom;Bruidspaar;1728;
4741;Harmanus Veeckens & Debora Elizabeth Kramp;Bruidspaar;1743;
4742;Hendrik Stockink;Drukker;;Amsterdam
4743;Pieter Scheltes;Auteur;;
4744;H.S.;Auteur;;
4745;N. Dyl;Auteur;;
4746;Jacob Balk;Auteur;;
4747;P.V.D.;Auteur;;
4748;Hans Bartholomeus Stern & Geertruydt Dumberchs;Bruidspaar;1644;
4749;Hendrik Tjercks de Vries;Drukker;;Amsterdam
4750;Jacob Jansz Colevelt;Auteur;;
4751;Abraham Oldenhoven van Ryneveld & Maria Ris;Bruidspaar;1711;
4752;Hendrik van (wed) Straalen;Drukker;;Enkhuizen
4753;Jacob van Hoek & Sara d' Vogel;Bruidspaar;1697;
4754;Hendrik van Damme;Drukker;;Leiden
4755;Jan Thomasz d' Vogel & Catharina d' Vogel;Bruidspaar;1690;
4756;Cornelis Hartwyk & Johanna Dijna Muysken;Bruidspaar;1699;
4757;P. de Vogel;Auteur;;
4758;Jan D'Voogel Thomasz. & Catharina D'Voogel;Bruidspaar;1690;
4759;Abraham de West;Auteur;;
4760;B.S.;Auteur;;
4761;de J.E.L.;Auteur;;
4762;Jacobus van Pesch & Dina van der Smisse;Bruidspaar;1718;
4763;Chr Simonides;Auteur;;
4764;Juriaan Willink & Elizabet van Tongerlo;Bruidspaar;1715;
4765;H. van Lochem;Auteur;;
4766;Hendrik ten Kate & Christina ten Kate;Bruidspaar;1714;
4767;Daniel de Vos;Auteur;;
4768;Abraham van Wylik & Ursula Roeters;Bruidspaar;1715;
4769;Willem Spiering;Auteur;;
4770;Gerrit Schoemaker & Margareta Esser;Bruidspaar;1714;
4771;Pieter Hoogenbergh;Auteur;;
4772;Gilbert de Flines & Susanna Elisabeth Du Pré;Bruidspaar;1711;
4773;F.V.W.;Auteur;;
4774;P.A.;Auteur;;
4775;I.E.F.;Auteur;;
4776;Ellart de Weer de Wit & Alida Entrop;Bruidspaar;1718;
4777;Johannes de Wit (Jr);Auteur;;
4778;Coenraad Groenewoud & Aaltje Genis;Bruidspaar;1711;
4779;Elisabet Groenewoud;Auteur;;
4780;Egbert Thesingh & Eletta van de Ryp;Bruidspaar;1714;
4781;Gerrit Konynenberg & Maria Ritter;Bruidspaar;1711;
4782;N. van Helderenberg;Auteur;;
4783;Lourens Wiegersma & Anna Lutsekerk;Bruidspaar;1711;
4784;J.H. J.T. J.W.;Auteur;;
4785;W. Sknilletjes;Auteur;;
4786;J. Wesselink;Auteur;;
4787;David Rutgers (1682-1757) & Maria de Neufville;Bruidspaar;1711;
4788;Daniel Rutgers;Auteur;;
4789;Nicolaas van Veen & Anna Asschenbergh;Bruidspaar;1711;
4790;Gerard van Heyningen & Elisabeth de Clercq;Bruidspaar;1711;
4791;Pieter Anderson & Clara d' Amour;Bruidspaar;1711;
4792;L.B.;Auteur;;
4793;Dirk van der Schelling & Anna Schryver;Bruidspaar;1712;
4794;J. Resanschavinum Boncq;Auteur;;
4795;François van Harencarspel & Anna Apolonia Looten;Bruidspaar;1712;
4796;Roelof Veening & Hendrina Thin;Bruidspaar;1712;
4797;Gerrit Veening;Auteur;;
4798;Jacob Murison & Elizabeth Hoffham;Bruidspaar;1713;
4799;Abraham West;Auteur;;
4800;De Deksel;Auteur;;
4801;Jacob (Jr) Raket;Auteur;;
4802;Leonard Lups & Cornelia Rutgers;Bruidspaar;1713;
4803;J.D.;Auteur;;
4804;Hendrik Kops & Magdalena Teyler;Bruidspaar;1713;
4805;J. van Wassen;Auteur;;
4806;H.V.B.;Auteur;;
4807;Abraham Wynands & Cornelia Vincent;Bruidspaar;1713;
4808;Pieter van Poot & Cornelia Vry;Bruidspaar;1714;
4809;Jacob de Haan & Anna van Gelder;Bruidspaar;1714;
4810;Wessel Kluppel;Auteur;;
4811;Johannes Nagel & Agneta Elisabeth Veltkamp;Bruidspaar;1714;
4812;A. Tros;Auteur;;
4813;Johannes Wils & Johanna Parent;Bruidspaar;1714;
4814;J. de Graaff;Auteur;;
4815;P.H.B.H.;Auteur;;
4816;Frans van Steenwyk & Judith ten Kate;Bruidspaar;1714;
4817;P. van Dam;Auteur;;
4818;Mozes van Hulkenroy;Auteur, Drukker;;
4819;Pieter Lups & Margareta Kops;Bruidspaar;1714;
4820;Izaak van der Vinne;Auteur, Drukker;;
4821;C.B.;Auteur;;
4822;Michiel Bruynvis & Anna Bruynvis;Bruidspaar;1714;
4823;Ysbrand Ysbrandsz Vincent;Auteur;;
4824;Bartholomeus Bruynvis;Auteur;;
4825;Albert van Heyningen & Sara ten Kate;Bruidspaar;1715;
4826;P.H.;Auteur;;
4827;Sander Stevensz van Leuvenig & Debora Bleeker;Bruidspaar;1715;
4828;Leendert van Velsen;Auteur;;
4829;Cornelis George Roeters & Sara Roeters;Bruidspaar;1716;
4830;Abraham Voegen & Joanna Kroplant;Bruidspaar;1716;
4831;Christiaen Meyer & Johanna Petersen;Bruidspaar;1716;
4832;M. H.D.G.M. Petersen;Auteur;;
4833;Petersen;Auteur;;
4834;Jacob Kruytberg & Hillegonda Koning;Bruidspaar;1716;
4835;Dirk van (Jr) Lennep & Catharina de Neufville;Bruidspaar;1716;
4836;Abraham Lapro & Josina van Karnebeek;Bruidspaar;1716;
4837;Filips George Piek;Auteur;;
4838;Jan Petersen & Alida Krimping;Bruidspaar;1717;
4839;M. J.D.V.I. Petersen;Auteur;;
4840;Arnold Nachetegael Klemens;Auteur;;
4841;Galenus van Baerle & Wilhelmina Verwit;Bruidspaar;1717;
4842;C. van Baerle;Auteur;;
4843;Christiaan Klaarbout;Auteur;;
4844;Henrik van Voorst & Katharina Schyn;Bruidspaar;1717;
4845;Daniel Lambrechts & Bernardina van Enst;Bruidspaar;1717;
4846;Pieter Rotterdam & Anna Catharina Weyer;Bruidspaar;1717;
4847;Leonard Weyer;Auteur;;
4848;Willem van Ranouw;Auteur;;
4849;D.G.V.A.;Auteur;;
4850;J. Steevensz;Auteur;;
4851;C.I.;Auteur;;
4852;Abraham Jansz van Dorssen & Neeltje Hagen;Bruidspaar;1717;
4853;Z.V.D.;Auteur;;
4854;Sybrand Isaacsz Feitama;Auteur;;
4855;Jean André Lentz & Hendrina Brandt;Bruidspaar;1718;
4856;Isaac Lohoff & Wyna Johanna Ploos van Amstel;Bruidspaar;1718;
4857;I. Ploos van Amstel;Auteur;;
4858;Abraham Fortgens & Catharina van Britten;Bruidspaar;1718;
4859;R.B.;Auteur;;
4860;Benjamin de Bruyn & Bartha Verdyk;Bruidspaar;1719;
4861;Theodore de Bruyn;Auteur;;
4862;Joachim Refdaal & Kornelia van Speek;Bruidspaar;1716;
4863;Jacobus van Geleyn & Catharina van Louw;Bruidspaar;1717;
4864;J.E. van Geleyn;Auteur;;
4865;Andries Kluppel & Wynanda van Loozen;Bruidspaar;1717;
4866;J. Druyff;Auteur;;
4867;Gabriel ten Cate & Magdalena Hobroek;Bruidspaar;;
4868;Ignatius uyt den Eekhout & Louiza Hobroek;Bruidspaar;1719;
4869;Pieter Kops & Maria Barnaarts;Bruidspaar;1716;
4870;Daniel Sluim & Maria van Grieken;Bruidspaar;1717;
4871;Hendrik Haye & Cathalina Veldhaan;Bruidspaar;1709;
4872;Abraham Verhamme Albertusz. & Wyna van Lennep;Bruidspaar;1717;
4873;Daniel Nicolaes Olbers & Alida Elisabeth du Bucquoy;Bruidspaar;1718;
4874;Jan Goukens & Belia Greving;Bruidspaar;1718;
4875;Francois van Harencarspel & Anna Apolonia Looten;Bruidspaar;1712;
4876;Dirk van Lennep & Catharina de Neufville;Bruidspaar;1716;
4877;Evert Franse & Alida Groenewoud;Bruidspaar;1715;
4878;Jan Oosterwyk & Sara Groenewoud;Bruidspaar;1715;
4879;Arnold Nachtegael de jonge;Auteur;;
4880;P.L.;Auteur;;
4881;A.N.;Auteur;;
4882;C. Boon;Auteur;;
4883;M.D.;Auteur;;
4884;Hendrik Hoofd & Margareta Willink;Bruidspaar;1719;
4885;W. Buissand de Jonge;Auteur;;
4886;Daniel Eylkens & Antonia Haasbaart;Bruidspaar;1741;
4887;Hendrik van der Glas;Drukker;;Amsterdam
4888;Jacobus Haasbaart;Auteur;;
4889;Remees Floris Elin;Auteur;;
4890;Cornelis vab Ophoven;Auteur;;
4891;Jacob Waarts & Anna Maria Hulsebusch;Bruidspaar;1746;
4892;Dirk Semeyn van Loosen & Maria Bontekoning;Bruidspaar;1735;
4893;Hendrik van Goor;Drukker;;Arnhem
4894;Wilhelmus Themmen;Auteur;;
4895;Fredrik Hendrik baron van Dedem & Henrietta Gesina baronesse van Zuylen van Nievelt;Bruidspaar;1730;
4896;F. de Chalus;Auteur;;
4897;Leonardus Dinant & Helena Heyns;Bruidspaar;1725;
4898;Hendrik van Monnem;Drukker;;Amsterdam
4899;M. Heyns;Auteur;;
4900;Johan Duyvensz & Willemina Catarina Compostel;Bruidspaar;1713;
4901;Hendrik van Straalen;Drukker;;Enkhuizen
4902;B.D.Q.C.;Auteur;;
4903;Hendrik Hoffham & Anna Clementia Crop;Bruidspaar;1753;
4904;Joannes Abraham Putman;Auteur;;
4905;Johan (jr) Heinius;Auteur;;
4906;A.J. Lynslager;Auteur;;
4907;Johan Henrich Strumpff;Auteur;;
4908;Nicolaas Vlier;Auteur;;
4909;Jan Middelman & Anna Berck;Bruidspaar;1751;
4910;Hendrik Willem Dronsberg;Auteur, Drukker;;Amsterdam
4911;Anthonia A.W.S. Berck;Auteur;;
4912;Catharina Jacoba Middelman;Auteur;;
4913;Abraham Middelman;Auteur;;
4914;Paulus Rombertus Nauta;Auteur;;
4915;E.S.;Auteur;;
4916;L.M.Q.P.;Auteur;;
4917;G.C.V.O.P.O.D.C.V.L.E.N.R.L.;Auteur;;
4918;J.V.C.;Auteur;;
4919;A.V.A.;Auteur;;
4920;Jan Carel Bractearius & Anna Elisabeth de La Fontaine;Bruidspaar;1756;
4921;Jelmer de Bruyn & Anna Maria Slebosch;Bruidspaar;1757;
4922;Joannes Vollenhove & Katharina Roseboom;Bruidspaar;1683;
4923;Hendrik Zwart;Drukker;;s-Gravenhage
4924;Joan Vischer & Quirina van Hoek;Bruidspaar;1699;
4925;Henri Schelte;Drukker;;Amsterdam
4926;Johannes Melander & Maria van Hohenlohe;Bruidspaar;1608;
4927;Henrick Lodewijcxsz van Haestens;Drukker;;Leiden
4928;Daniel Heinsius;Auteur;;
4929;Daniel Martens & Geertruda Hem;Bruidspaar;1618;
4930;D. Weyssen;Auteur;;
4931;Hendrik van Zuylen & Margareta Bontekoning;Bruidspaar;1756;
4932;Mattheus Molenaar;Auteur;;
4933;Johan Steengracht & Barbara Veth;Bruidspaar;1657;
4934;Henrick Smidt;Drukker;;Middelburg
4935;Henrik Heymans;Drukker;;Nijmegen
4936;Bastiaan Oudemans & Helena Houthof;Bruidspaar;1727;
4937;Geeraerd Claesz Blaaupot & Elisabet Wachtendonk;Bruidspaar;1666;
4938;Herman Aeltsz;Drukker;;Amsterdam
4939;Jan Vriesenburgh;Auteur;;
4940;Gerard Reessen & Maria Nering;Bruidspaar;1670;
4941;Jan Copyn;Auteur;;
4942;Josias Ingelbrechts & Maria Reyniers;Bruidspaar;1681;
4943;Bernard Vollenhove;Auteur;;
4944;Jakobus Erkelens & Joanna Françoise de Baats;Bruidspaar;1695;
4945;Bernard Vollenhove & Elisabeth Braem;Bruidspaar;1670;
4946;Jan Teyler Jacobsz. & Maria van Gelyn;Bruidspaar;1695;
4947;Abraham Bogaert;Auteur;;
4948;Bernart Vollenhove;Auteur;;
4949;Geeraerd Claesz. Blaupot & Elisabet Wagtendonck;Bruidspaar;1666;
4950;Jan Vriesenburg;Auteur;;
4951;Gerard Reezen & Maria Nering;Bruidspaar;1670;
4952;Johannes Copijn;Auteur;;
4953;Jakobus Erkelens & Joanna Francoise de Baats;Bruidspaar;1695;
4954;Arnoldus Cagias & Elisabet Bras;Bruidspaar;1679;
4955;Herman Gerritsz van de Grave;Drukker;;Hoorn
4956;Lodewyck van Ommeren & Alida Jacoba van der Schuer;Bruidspaar;1700;
4957;Herman Hardenberg;Drukker;;Utrecht
4958;Annet van der Schuer;Auteur;;
4959;J.J. Oymans;Auteur;;
4960;Salomon Bogaert & Sara de Key;Bruidspaar;1619;
4961;Herman Theunisz Kranepoel;Drukker;;Haarlem
4962;Hendrik van Rozeveld & Hermina den Ruuk;Bruidspaar;1698;
4963;Hermannus Goddaeus;Drukker;;Rotterdam
4964;Johan van Dueren;Auteur;;
4965;Theodorus van Riemsdyck & Margareta Steentges;Bruidspaar;1648;
4966;Hermannus I Ribbius;Drukker;;Utrecht
4967;Marten Schagen & Dieuwertje Blauwduif;Bruidspaar;1723;
4968;Hermannus Uytwerf;Drukker;;Amsterdam
4969;Arnoldus Commelin & Susanna Catharina Homoet;Bruidspaar;1719;
4970;Hermanus Ackerman;Drukker;;Amsterdam
4971;J. Dull;Auteur;;
4972;Jan Montauban & Barbera van Spuyenburg;Bruidspaar;1719;
4973;Cornelis Oterlyk & Hilgonda Oterlyk;Bruidspaar;1719;
4974;Johan van der Wigt & Johanna van Spuyenburgh;Bruidspaar;1720;
4975;Dirck Bruininck & Catharina Inses;Bruidspaar;1705;
4976;Hermanus Herts;Drukker;;Rotterdam
4977;Abraham Amys & Maria Suderman;Bruidspaar;1706;
4978;W. Amys;Auteur;;
4979;Nikolaes Bylaert & Maria Franken;Bruidspaar;1732;
4980;Hermanus Kentlink;Drukker;;Rotterdam
4981;Adrianus Peltenburgh & Dirkje van der Werken;Bruidspaar;1739;
4982;Marten Schagen & Diewertje Blauwduif;Bruidspaar;1723;
4983;Hermanus Uitwerf;Drukker;;Amsterdam
4984;Jan Schotvanger;Auteur;;
4985;J. Suderman;Auteur;;
4986;P. v.d. W.;Auteur;;
4987;W. Duim;Auteur;;
4988;Christiaan van der Meulen & Geertruid Des Amorie;Bruidspaar;1720;
4989;Hermanus van (wed) Hulkenroy;Drukker;;Haarlem
4990;Abraham van Loon;Auteur;;
4991;P.V.Az;Auteur;;
4992;Adriaan Laurensz van der Vinne & Maria van Oudshoorn;Bruidspaar;1716;
4993;Josua de Smet;Auteur;;
4994;T.K. Haaxma;Auteur;;
4995;Jan Marchand;Auteur;;
4996;Jan de Bruyne & Cornelia Bakband;Bruidspaar;1716;
4997;Jan de Bruyne;Auteur;;
4998;Adriaan Merkman van Sittert & Suzanna Denyssen;Bruidspaar;1718;
4999;Quiryn Bosch;Auteur;;
5000;Jan Roozeboom & Maria van Beek;Bruidspaar;1720;
5001;Thomas des Amorie junior & Maria Suzanna Witkops;Bruidspaar;1717;
5002;Adriaan Josef Trip (1687-1748) & Johanna Bondina Gales;Bruidspaar;1714;
5003;Hero Nauta;Drukker;;Leeuwarden
5004;Franciscus Buning;Auteur;;
5005;Johannes Bouricius;Auteur;;
5006;Frederik Reddingius & Anna Akker;Bruidspaar;1730;
5007;Hieronimus Koopman;Drukker;;Leeuwarden
5008;Bernardus Idema;Auteur;;
5009;Hieronymus Sweerts;Drukker;;Amsterdam
5010;Diedrik Pater & Elizabeth van der Heeden;Bruidspaar;1675;
5011;Bartholomeus Abba;Auteur;;
5012;Pieter Gryspeert & Sara Putmans;Bruidspaar;1684;
5013;Jakobus Barnaerts & Jacomina Verhammen;Bruidspaar;1684;
5014;Wilhelmus Lupard & Sara Ouzeel;Bruidspaar;1684;
5015;Dirk Schelte;Auteur;;
5016;Joan de Stoppelaer & Ida de Neufville;Bruidspaar;1684;
5017;Marten du Floo & Elsje Rooleeuw;Bruidspaar;1679;
5018;Jacob Hulk & Johanna Peyse;Bruidspaar;1751;
5019;Geertruid Zwaan;Auteur;;
5020;Pieter de Groot (1615-1678) & Alida de Groot;Bruidspaar;1675;
5021;Gerardus Oudemans & Maria Schouten van den Bergh;Bruidspaar;1756;
5022;Huybert Bent;Drukker;;Rotterdam
5023;Joannes Oudemans;Auteur;;
5024;Bernardus Petrus de Buck;Auteur;;
5025;Henricus Fagel (1706-1790) & Catharina Anna Sluysken;Bruidspaar;1733;
5026;Isaac Beauregard;Drukker;;s-Gravenhage
5027;H. de La Riviere;Auteur;;
5028;Daniel Heinsius & Ermgard Rutgers;Bruidspaar;1617;
5029;Isaac Elzevier;Drukker;;Leiden
5030;Johannes Polyander;Auteur;;
5031;Petrus Bertius;Auteur;;
5032;Daniel Colonius;Auteur;;
5033;Gerardus Johannes Vossius;Auteur;;
5034;Richard Jean de Nerée;Auteur;;
5035;Petrus Hondius;Auteur;;
5036;Hector Bouricius;Auteur;;
5037;Lucas Holstein;Auteur;;
5038;Joan Casper Gevaerts;Auteur;;
5039;Henricus de Putter & Digna Huygens;Bruidspaar;1618;
5040;Jakob den Dubbelden & Wilhelmina Nobels;Bruidspaar;1664;
5041;Isaac Naeranus;Drukker;;Rotterdam
5042;Joannes Naeranus;Auteur, Drukker;;
5043;Casparus Danckers;Auteur;;
5044;Gerard Seele & Maria Roos;Bruidspaar;1680;
5045;A. Schot;Auteur;;
5046;D. Schot;Auteur;;
5047;Jakob Appel & Marytje Peereboom;Bruidspaar;1735;
5048;Aegidius Stokmans;Auteur;;
5049;Gysbert Antwerpen Verbrugge & Maria Hooft;Bruidspaar;1741;
5050;Isaak Tirion;Drukker;;Amsterdam
5051;C.V.G.Z.;Auteur;;
5052;Cornelis Westerbaan;Auteur;;
5053;D. van Beek;Auteur;;
5054;H. Houtkamp;Auteur;;
5055;J. Meyer;Auteur;;
5056;Michiel de Hartoch & Maria Scheuwen;Bruidspaar;1632;
5057;Isaac van Waesberge;Drukker;;Rotterdam
5058;Hendrick Beck;Auteur;;
5059;Outger Maertensz Groot & Maria Cornelisd Berckhout;Bruidspaar;1642;
5060;Isaac Willemsz van der Beeck;Drukker;;Hoorn
5061;I. Groot;Auteur;;
5062;Cornelius de Voogt & Elizabeth van Holthen;Bruidspaar;1677;
5063;Isaak de Haan;Drukker;;Rotterdam
5064;Tjerk Nieuwenhuis & Eva van Maurik;Bruidspaar;1736;
5065;Bartholomeus van Leuvenig;Auteur;;
5066;Henricus Noijen van Vollenhoven;Auteur;;
5067;Andries Oortman & Anna Hooft;Bruidspaar;1741;
5068;Abraham Westerhoff;Auteur;;
5069;Pieter Dionysz Oortman;Auteur;;
5070;H.V.;Auteur;;
5071;Justus van Maurik & Francina Teyler;Bruidspaar;1741;
5072;Christina Leonora de Neufville;Auteur;;
5073;Anthony Jacob Bierens;Auteur;;
5074;Daniël Parvé & Sophia Maria Huydecoper;Bruidspaar;1748;
5075;Kornelis van den Helm Boddaert & Anna Virginia Scholten;Bruidspaar;1750;
5076;Pieter Boddaert (1694-1760);Auteur;;
5077;Jan Knuyse & Geertruyda van Schaick;Bruidspaar;1723;
5078;Isaak van der Putte;Drukker;;Amsterdam
5079;Lucas Konynenberg;Auteur;;
5080;Pieter de Bruyn & Anna Verpoorten;Bruidspaar;1727;
5081;Jacob Verpoorten;Auteur;;
5082;Pieter Namink & Hermina Ryke;Bruidspaar;1728;
5083;Jan Carelse & Anna Margareta Le Blon;Bruidspaar;1728;
5084;J. Le Blon;Auteur;;
5085;P. de Kok;Auteur;;
5086;Joannes Egmond;Auteur;;
5087;Robbert Ghyben & Elisabeth Mooy;Bruidspaar;1731;
5088;Elbertus Ledeboer Waller;Auteur;;
5089;Ernst Nyhof;Auteur;;
5090;Jakob Roman & Maria Pool;Bruidspaar;1739;
5091;H. Homoet;Auteur;;
5092;Jacobus Smit;Auteur;;
5093;Laurens van der Vinne;Auteur;;
5094;Jacobus de Vos & Katharina van de Ryp;Bruidspaar;1698;
5095;Jan van Elsland;Auteur;;
5096;Abraham Huurkamp & Maria van Wyckhuysen;Bruidspaar;1706;
5097;Isaak van der Vinne;Auteur;;
5098;Nicolaas Blaaupot & Christina van de Ryp;Bruidspaar;1710;
5099;Frederik Daniel Bongardt & Anna van Koopstadt;Bruidspaar;1730;
5100;Willem B.J.B. Hessen;Auteur;;
5101;Jan de Haan & Anna van de Weereld;Bruidspaar;1747;
5102;A. de Haan;Auteur;;
5103;S. de Haan;Auteur;;
5104;Pieter Corstiaansz Buys;Auteur;;
5105;Willem Barnaart & Catharina Kops;Bruidspaar;1747;
5106;Abraham Gryspaard & Susanne de Munnick;Bruidspaar;1700;
5107;Harmanus Koster & Clasina Post;Bruidspaar;1731;
5108;Izaäk van Westerkappel & Maria Koster;Bruidspaar;1731;
5109;Barent Cardoes & Sara de Wit;Bruidspaar;1695;
5110;Mozes van Hulkenroy & Johanna van Goor;Bruidspaar;1737;
5111;Izaak van Hulkenroy;Drukker;;Haarlem
5112;Willem Hessen;Auteur;;
5113;Cornelis van der (1670-1719) Pot & Catharina van Broekhuysen;Bruidspaar;1699;
5114;Izaak van Ruynen;Drukker;;Rotterdam
5115;Cornelius Thoen;Auteur;;
5116;Abraham Wassenbergh & Claressa Maria Langenhert;Bruidspaar;1732;
5117;Jacob (II) Sipkes;Drukker;;Groningen
5118;Petrus Idema;Auteur;;
5119;Lukas Trip & Beerta Sibenius;Bruidspaar;1738;
5120;Cornelius Symonsen Geen & Margareta Pieters;Bruidspaar;1627;
5121;Jacob (wed) Jacobsz;Drukker;;Amsterdam
5122;Daniel Des Ruelles & Willemtge van Bengevoort;Bruidspaar;1629;
5123;Jacob Aertsz Colom;Drukker;;Amsterdam
5124;B. Des Ruelles;Auteur;;
5125;Lodowijck van Luydick & Sara Jans van Ypelaer;Bruidspaar;1629;
5126;Josaphat Geerdinck;Auteur;;
5127;Dirck Pieters & Grietje Pietersd;Bruidspaar;1628;
5128;Gerrit van Trojen & Magdalena Catharina van Oostbroek;Bruidspaar;1758;
5129;Jacob Bolt;Auteur, Drukker;;Groningen
5130;Pieter Carstenson & Margareta de Lover;Bruidspaar;1707;
5131;Jacob Brouwer;Drukker;;Franeker
5132;Johannes de Lover & Gertrudis Kok;Bruidspaar;1704;
5133;Nicolaas Ypey & Elizabeth Helena Smit;Bruidspaar;1748;
5134;Joannes Cuperus;Auteur;;
5135;Pibo Smit;Auteur;;
5136;Johannes Henricus Andreae;Auteur;;
5137;Everwyn Drabbe & Joanna Cornelia Vriemoet;Bruidspaar;1756;
5138;Johannes Habbema;Auteur;;
5139;Jacobus Terpstra;Auteur;;
5140;Adrianus van Well;Auteur;;
5141;Hobbo Lemke;Auteur;;
5142;G.K.;Auteur;;
5143;A.S.D.S.S.A.;Auteur;;
5144;A.4.M.3;Auteur;;
5145;S.C. Vitringa;Auteur;;
5146;Cornelis Scheltema & Hiltje Altena;Bruidspaar;1750;
5147;J. Haitsma;Auteur;;
5148;Nikolaas Ypei & Elizabeth Helena Smit;Bruidspaar;1748;
5149;Coenraad Smitt & Philis Hachmeester;Bruidspaar;1750;
5150;Jacob Cornelis Schoots van Capelle;Drukker;;Amsterdam
5151;F.L.W. Grand;Auteur;;
