0;Database;year;Bruidegom;Bruid;Bruidspaar;Drukker;Plaats_druk;Plaats_huwelijk;Auteur1;Auteur2;Auteur3;Auteur4;Auteur5;Auteur6;Auteur7;Auteur8;Auteur9;Auteur10;Auteur11;Auteur12;Auteur13;Auteur14;Auteur15;Auteur16;Auteur17;Auteur18;Auteur19;Auteur20;Auteur21;Auteur22;Alleauteurs;n-authors;firstname_bride;lastname_bride;firstname_groom;lastname_groom;firstname_printer;lastname_printer;bride_authors;groom_authors;bride_printer;groom_printer;Printer_authors;lastnameprinter_authors;bride_authors_count;groom_authors_count
2788;KB;1725.0;David van Royen (1699-1764);Catharina van den Bergh;David van Royen (1699-1764) & Catharina van den Bergh;;;;Franciscus van Oudendorp;Hendrik Snakenburg;Adrianus van Royen;Theodoor van Snakenburg;Johannes Schroder;;;;;;;;;;;;;;;;;;Franciscus van Oudendorp, Hendrik Snakenburg, Adrianus van Royen, Theodoor van Snakenburg, Johannes Schroder;5;Catharina van den;Bergh;David van Royen;(1699-1764);;;False;False;False;False;True;True;0;0
2789;KB;1725.0;Michaël Smith;Sara Clemens;Michaël Smith & Sara Clemens;;;Amsterdam;Gijsbert Tysens;T.H.;;;;;;;;;;;;;;;;;;;;;Gijsbert Tysens, T.H.;2;Sara;Clemens;Michaël;Smith;;;False;False;False;False;True;True;0;0
3904;STCN;1725.0;Willem van Brienen;Anna de Jongh;Willem van Brienen & Anna de Jongh;;;;Jan Baptista Wellekens;;;;;;;;;;;;;;;;;;;;;;Jan Baptista Wellekens;1;Anna de;Jongh;Willem van;Brienen;;;False;False;False;False;True;True;0;0
30;KB;1726.0;Jan Hendriksz Waliën;Geertruit Eppenhof;Jan Hendriksz Waliën & Geertruit Eppenhof;Willem Barents;Amsterdam;Delft;Pieter Langendyk;H. van Lochem;J. Waliën;F.R.;;;;;;;;;;;;;;;;;;;Pieter Langendyk, H. van Lochem, J. Waliën, F.R.;4;Geertruit;Eppenhof;Jan Hendriksz;Waliën;Willem;Barents;False;True;False;False;False;False;0;1
159;KB;1726.0;Hieronimus Slicher;Catharina Cornelia Temminck;Hieronimus Slicher & Catharina Cornelia Temminck;Johannes van Oosterwyk;Amsterdam;Purmerland;Egbert de Vry Temminck;Johannes van Oosterwyk;;;;;;;;;;;;;;;;;;;;;Egbert de Vry Temminck, Johannes van Oosterwyk;2;Catharina Cornelia;Temminck;Hieronimus;Slicher;Johannes van;Oosterwyk;True;False;False;False;True;True;1;0
1453;KB;1726.0;Willem Blaauw;Johanna Schoemaker;Willem Blaauw & Johanna Schoemaker;Johannes van Oosterwyk;Amsterdam;;Claas Bruin;Johannes van Oosterwyk;Jan Abraham Willink;Abraham de Haen;;;;;;;;;;;;;;;;;;;Claas Bruin, Johannes van Oosterwyk, Jan Abraham Willink, Abraham de Haen;4;Johanna;Schoemaker;Willem;Blaauw;Johannes van;Oosterwyk;False;False;False;False;True;True;0;0
1511;KB;1726.0;Hendrik (Jr) Graauwhart;Anna Catharina Meysenheym;Hendrik (Jr) Graauwhart & Anna Catharina Meysenheym;Johannes van Oosterwyk;Amsterdam;Amsterdam;Johannes van Oosterwyk;Hendrik Graauwhart;Hendrik (Jr) Meysenheym;Johan van Sypesteyn;J.F.L.;Nicolaas Capelle;Jacobus van der Strengh;;;;;;;;;;;;;;;;Johannes van Oosterwyk, Hendrik Graauwhart, Hendrik (Jr) Meysenheym, Johan van Sypesteyn, J.F.L., Nicolaas Capelle, Jacobus van der Strengh;7;Anna Catharina;Meysenheym;Hendrik (Jr);Graauwhart;Johannes van;Oosterwyk;True;True;False;False;True;True;1;1
1543;KB;1726.0;Andries van Schaeck;Katharina Haak;Andries van Schaeck & Katharina Haak;Johannes van Oosterwyk;Amsterdam;Amsterdam;Pieter Straat;Johannes van Oosterwyk;;;;;;;;;;;;;;;;;;;;;Pieter Straat, Johannes van Oosterwyk;2;Katharina;Haak;Andries van;Schaeck;Johannes van;Oosterwyk;False;False;False;False;True;True;0;0
1761;KB;1726.0;Abraham Twartt;Anna Langeraat;Abraham Twartt & Anna Langeraat;Johannes van Septeren;Amsterdam;Leiden;Jacobus van der Strengh;Gijsbert Tysens;Johannes van Septeren;;;;;;;;;;;;;;;;;;;;Jacobus van der Strengh, Gijsbert Tysens, Johannes van Septeren;3;Anna;Langeraat;Abraham;Twartt;Johannes van;Septeren;False;False;False;False;True;True;0;0
2084;KB;1726.0;Johannes Bremer;Katharina van der Hoeff;Johannes Bremer & Katharina van der Hoeff;;;Amsterdam;Pieter Langendyk;;;;;;;;;;;;;;;;;;;;;;Pieter Langendyk;1;Katharina van der;Hoeff;Johannes;Bremer;;;False;False;False;False;True;True;0;0
2793;KB;1726.0;Jan Spiering;Christina van Leeuwen;Jan Spiering & Christina van Leeuwen;;;Leiden;Stephanus Spiering;Johan van Sypesteyn;Bernardus van Gerrevink;Eduard van Nikkelen;Nicolaas Capelle;M.L.V.;Willem van der Hoeven;;;;;;;;;;;;;;;;Stephanus Spiering, Johan van Sypesteyn, Bernardus van Gerrevink, Eduard van Nikkelen, Nicolaas Capelle, M.L.V., Willem van der Hoeven;7;Christina van;Leeuwen;Jan;Spiering;;;False;True;False;False;True;True;0;1
2806;KB;1726.0;Matthys Beuning;Christina Luyken;Matthys Beuning & Christina Luyken;;;Amsterdam;Antonius de Lanoy;Claas Bruin;;;;;;;;;;;;;;;;;;;;;Antonius de Lanoy, Claas Bruin;2;Christina;Luyken;Matthys;Beuning;;;False;False;False;False;True;True;0;0
2809;KB;1726.0;Franciscus van Oudendorp;Sara Torrenius;Franciscus van Oudendorp & Sara Torrenius;;;Haarlem;David van Royen;Jacobus Philippus d' Orville;Petrus d' Orville;Hendrik Snakenburg;Adrianus van Royen;Theodorus Haganaeus;Theodoor van Snakenburg;Willem Ostens;F. Roswinkel;;;;;;;;;;;;;;David van Royen, Jacobus Philippus d' Orville, Petrus d' Orville, Hendrik Snakenburg, Adrianus van Royen, Theodorus Haganaeus, Theodoor van Snakenburg, Willem Ostens, F. Roswinkel;9;Sara;Torrenius;Franciscus van;Oudendorp;;;False;False;False;False;True;True;0;0
2810;KB;1726.0;Jan van Vollenhoven;Anna Brunink;Jan van Vollenhoven & Anna Brunink;;;;Claas Bruin;Joannes Haverkamp;J.V.M.;D.R.;;;;;;;;;;;;;;;;;;;Claas Bruin, Joannes Haverkamp, J.V.M., D.R.;4;Anna;Brunink;Jan van;Vollenhoven;;;False;False;False;False;True;True;0;0
20;KB;1727.0;Jan (Jr) Wenkink;Belia van Nuld;Jan (Jr) Wenkink & Belia van Nuld;Willem Barents;Amsterdam;;Paulus Jansz Wenkink;Willem van der Hoeven;P.R.D.;;;;;;;;;;;;;;;;;;;;Paulus Jansz Wenkink, Willem van der Hoeven, P.R.D.;3;Belia van;Nuld;Jan (Jr);Wenkink;Willem;Barents;False;True;False;False;False;False;0;1
274;KB;1727.0;Jacob Brandt;Maria Geertruid Beudeker;Jacob Brandt & Maria Geertruid Beudeker;;;Amsterdam;Claas Bruin;Jan Cloppenburg;Jan Goeree;;;;;;;;;;;;;;;;;;;;Claas Bruin, Jan Cloppenburg, Jan Goeree;3;Maria Geertruid;Beudeker;Jacob;Brandt;;;False;False;False;False;True;True;0;0
1512;KB;1727.0;Mathys Romswinckel;Constantia Elout;Mathys Romswinckel & Constantia Elout;Johannes van Oosterwyk;Amsterdam;Amsterdam;Johannes van Oosterwyk;G.V.L.;;;;;;;;;;;;;;;;;;;;;Johannes van Oosterwyk, G.V.L.;2;Constantia;Elout;Mathys;Romswinckel;Johannes van;Oosterwyk;False;False;False;False;True;True;0;0
1513;KB;1727.0;Isaak Muyssart;Clara Hillegonda van Collen;Isaak Muyssart & Clara Hillegonda van Collen;Johannes van Oosterwyk;Amsterdam;Amsterdam;Johannes van Oosterwyk;;;;;;;;;;;;;;;;;;;;;;Johannes van Oosterwyk;1;Clara Hillegonda van;Collen;Isaak;Muyssart;Johannes van;Oosterwyk;False;False;False;False;True;True;0;0
1514;KB;1727.0;Jacob Hagen;Hester Emerentia Kruydenier;Jacob Hagen & Hester Emerentia Kruydenier;Johannes van Oosterwyk;Amsterdam;Amsterdam;Johannes van Oosterwyk;Claas Kruydenier;;;;;;;;;;;;;;;;;;;;;Johannes van Oosterwyk, Claas Kruydenier;2;Hester Emerentia;Kruydenier;Jacob;Hagen;Johannes van;Oosterwyk;True;False;False;False;True;True;1;0
2088;KB;1727.0;Jacobus van der Strengh;Sara Goris;Jacobus van der Strengh & Sara Goris;;;Amsterdam;Adriaan Hoppestein;Abraham Bógaert;Willem van der Hoeven;Claas Bruin;Pieter Langendyk;Adriaan de Kramer;Philip Zweerts;J.W. Hazebroek;Cornelis van der Strengh;Leonard Goris;;;;;;;;;;;;;Adriaan Hoppestein, Abraham Bógaert, Willem van der Hoeven, Claas Bruin, Pieter Langendyk, Adriaan de Kramer, Philip Zweerts, J.W. Hazebroek, Cornelis van der Strengh, Leonard Goris;10;Sara;Goris;Jacobus van der;Strengh;;;True;True;False;False;True;True;1;1
2293;KB;1727.0;Jan Claus;Anna Maria Haasbaart;Jan Claus & Anna Maria Haasbaart;;;Den Haag;Warner Lulofs;Magdalena Lulofs geb. Claus;Hendrick van der Pals;Anna Maria van der Pals geb. Lulofs;Jan (Jr.) Claus;Elisabet Claus;Joan Wilhelm Claus van Laar;S. Claus van Laar;Simon Doekes;Jan de Witt;Warner Doekes;Pieter Langendyk;;;;;;;;;;;Warner Lulofs, Magdalena Lulofs geb. Claus, Hendrick van der Pals, Anna Maria van der Pals geb. Lulofs, Jan (Jr.) Claus, Elisabet Claus, Joan Wilhelm Claus van Laar, S. Claus van Laar, Simon Doekes, Jan de Witt, Warner Doekes, Pieter Langendyk;12;Anna Maria;Haasbaart;Jan;Claus;;;False;True;False;False;True;True;0;5
2823;KB;1727.0;Josua Ottens;Johanna Jacoba de Lint;Josua Ottens & Johanna Jacoba de Lint;;;Amsterdam;Casparus Henricus van Heimenberg;Joost Sasselee;Gijsbert Tysens;Abraham de Haen (1707-1748);Jan Cloppenburg;Hendrik Post;J.W. Hazebroek;Leonard Goris;;;;;;;;;;;;;;;Casparus Henricus van Heimenberg, Joost Sasselee, Gijsbert Tysens, Abraham de Haen (1707-1748), Jan Cloppenburg, Hendrik Post, J.W. Hazebroek, Leonard Goris;8;Johanna Jacoba de;Lint;Josua;Ottens;;;False;False;False;False;True;True;0;0
2826;KB;1727.0;Petrus d' Orville;Maria Jacoba de Bruyn;Petrus d' Orville & Maria Jacoba de Bruyn;;;Amsterdam;Jacobus Philippus d'Orville;Franciscus van Oudendorp;Hendrik Snakenburg;;;;;;;;;;;;;;;;;;;;Jacobus Philippus d'Orville, Franciscus van Oudendorp, Hendrik Snakenburg;3;Maria Jacoba de;Bruyn;Petrus d';Orville;;;False;True;False;False;True;True;0;1
2831;KB;1727.0;Hendrik Timmerman;Johanna Amsterdam;Hendrik Timmerman & Johanna Amsterdam;;;Den Haag;Hermanus van den Burg;Pieter Langendyk;Frans Robidé;Herkules Bouman;;;;;;;;;;;;;;;;;;;Hermanus van den Burg, Pieter Langendyk, Frans Robidé, Herkules Bouman;4;Johanna;Amsterdam;Hendrik;Timmerman;;;False;False;False;False;True;True;0;0
3994;Steur;1727.0;Willem Hendrik Schlosser;Maria Petronella Beeldsnijder;Willem Hendrik Schlosser & Maria Petronella Beeldsnijder;;;;L.V.J.J.;W.M.;Claas Bruin;;;;;;;;;;;;;;;;;;;;L.V.J.J., W.M., Claas Bruin;3;Maria Petronella;Beeldsnijder;Willem Hendrik;Schlosser;;;False;False;False;False;True;True;0;0
350;KB;1728.0;Petrus Nahuys;Johanna Louiza Couck;Petrus Nahuys & Johanna Louiza Couck;Johannes van Oosterwyk;Amsterdam;;Albertus Lyklama à Nijeholt;Johannes van Oosterwyk;Claas Bruin;;;;;;;;;;;;;;;;;;;;Albertus Lyklama à Nijeholt, Johannes van Oosterwyk, Claas Bruin;3;Johanna Louiza;Couck;Petrus;Nahuys;Johannes van;Oosterwyk;False;False;False;False;True;True;0;0
1233;KB;1728.0;Pieter Leendert de Neufville;Catharina de Wolff;Pieter Leendert de Neufville & Catharina de Wolff;Cornelis Lelivelt;Amsterdam;;Cornelis Lelivelt;Claas Bruin;Jacobus van der Strengh;Philip Zweerts;Pieter Langendyk;Gijsbert Tysens;Josua van Huysum;;;;;;;;;;;;;;;;Cornelis Lelivelt, Claas Bruin, Jacobus van der Strengh, Philip Zweerts, Pieter Langendyk, Gijsbert Tysens, Josua van Huysum;7;Catharina de;Wolff;Pieter Leendert de;Neufville;Cornelis;Lelivelt;False;False;False;False;True;True;0;0
1454;KB;1728.0;Daniel Des Ruelles;Margareta Johanna Vederman;Daniel Des Ruelles & Margareta Johanna Vederman;Johannes van Oosterwyk;Amsterdam;Amsterdam;Gerbrand Vederman;C. Vederman;Johannes van Oosterwyk;;;;;;;;;;;;;;;;;;;;Gerbrand Vederman, C. Vederman, Johannes van Oosterwyk;3;Margareta Johanna;Vederman;Daniel Des;Ruelles;Johannes van;Oosterwyk;True;False;False;False;True;True;2;0
1516;KB;1728.0;Ferdinand van Collen (1708-1789);Juliana Helena Muyssart;Ferdinand van Collen (1708-1789) & Juliana Helena Muyssart;Johannes van Oosterwyk;Amsterdam;Amsterdam;Johannes van Oosterwyk;;;;;;;;;;;;;;;;;;;;;;Johannes van Oosterwyk;1;Juliana Helena;Muyssart;Ferdinand van Collen;(1708-1789);Johannes van;Oosterwyk;False;False;False;False;True;True;0;0
1517;KB;1728.0;Rutgerus Braamcamp;Jacoba Francisca van Malsen;Rutgerus Braamcamp & Jacoba Francisca van Malsen;Johannes van Oosterwyk;Amsterdam;Amsterdam;Gerrit W.K.L.T. Braamcamp;Gijsbert Tysens;Johannes van Oosterwyk;;;;;;;;;;;;;;;;;;;;Gerrit W.K.L.T. Braamcamp, Gijsbert Tysens, Johannes van Oosterwyk;3;Jacoba Francisca van;Malsen;Rutgerus;Braamcamp;Johannes van;Oosterwyk;False;True;False;False;True;True;0;1
2090;KB;1728.0;Pieter Teyler van der Hulst;Helena Wynands Verschaave;Pieter Teyler van der Hulst & Helena Wynands Verschaave;;;Amsterdam;Jan Olthoff;Pieter Langendyk;Claas Bruin;Govert Klinkhamer;Govert van Mater;;;;;;;;;;;;;;;;;;Jan Olthoff, Pieter Langendyk, Claas Bruin, Govert Klinkhamer, Govert van Mater;5;Helena Wynands;Verschaave;Pieter Teyler van der;Hulst;;;False;False;False;False;True;True;0;0
2092;KB;1728.0;Pieter (Jr) Merkman;Anna Katharina Kimmel;Pieter (Jr) Merkman & Anna Katharina Kimmel;;;;Pieter Merkman (Jr);Pieter Langendyk;Govert van Mater;;;;;;;;;;;;;;;;;;;;Pieter Merkman (Jr), Pieter Langendyk, Govert van Mater;3;Anna Katharina;Kimmel;Pieter (Jr);Merkman;;;False;True;False;False;True;True;0;1
2094;KB;1728.0;Pieter Matthias Bartels;Petronella Elizabeth van Uchelen;Pieter Matthias Bartels & Petronella Elizabeth van Uchelen;;;Amsterdam;Toussaint A.M.D.R.;Guiliam F.K. Domis;Pieter Langendyk;;;;;;;;;;;;;;;;;;;;Toussaint A.M.D.R., Guiliam F.K. Domis, Pieter Langendyk;3;Petronella Elizabeth van;Uchelen;Pieter Matthias;Bartels;;;False;False;False;False;True;True;0;0
482;KB;1729.0;Cornelis van der Strengh;Hillegonda Duyf;Cornelis van der Strengh & Hillegonda Duyf;Gerrit Bouman;Amsterdam;;Gerrit Bouman;Jacobus van der Strengh;Philip Zweerts;Claas Bruin;Adriaan Jacobsz van Ommering;Gijsbert Tysens;J.W. Hazebroek;Johannes Meyer;;;;;;;;;;;;;;;Gerrit Bouman, Jacobus van der Strengh, Philip Zweerts, Claas Bruin, Adriaan Jacobsz van Ommering, Gijsbert Tysens, J.W. Hazebroek, Johannes Meyer;8;Hillegonda;Duyf;Cornelis van der;Strengh;Gerrit;Bouman;False;True;False;False;True;True;0;1
489;KB;1729.0;Jan Joostsz van Eik;Leonora de Vogel;Jan Joostsz van Eik & Leonora de Vogel;;;Amsterdam;Adriaan van Cattenburch;Pieter van der Schelling;Isaac Verburg;Kornelis Willemsz Westerbaen;J.V.;Jacobus Targier;Claas Bruin;Wilhem Suderman;Arnold Nachtegael Klemens;Pieter Klinkert;Abraham de Haen (1707-1748);Jan Abraham Willink;Abraham Meylincq;Bernardus de Bosch;;;;;;;;;Adriaan van Cattenburch, Pieter van der Schelling, Isaac Verburg, Kornelis Willemsz Westerbaen, J.V., Jacobus Targier, Claas Bruin, Wilhem Suderman, Arnold Nachtegael Klemens, Pieter Klinkert, Abraham de Haen (1707-1748), Jan Abraham Willink, Abraham Meylincq, Bernardus de Bosch;14;Leonora de;Vogel;Jan Joostsz van;Eik;;;False;False;False;False;True;True;0;0
650;KB;1729.0;Jan Held;Sofia van Laar;Jan Held & Sofia van Laar;Hendrik Bosch;Amsterdam;Amsterdam;Gijsbert Tysens;;;;;;;;;;;;;;;;;;;;;;Gijsbert Tysens;1;Sofia van;Laar;Jan;Held;Hendrik;Bosch;False;False;False;False;False;False;0;0
1214;KB;1729.0;Isaäk Buissant;Petronella Heems;Isaäk Buissant & Petronella Heems;Balthazar Lakeman;Amsterdam;Den Haag;Willem Buissant;Abraham Heems;Pieter Langendyk;Govert van Mater;Pieter (Jr) Merkman;;;;;;;;;;;;;;;;;;Willem Buissant, Abraham Heems, Pieter Langendyk, Govert van Mater, Pieter (Jr) Merkman;5;Petronella;Heems;Isaäk;Buissant;Balthazar;Lakeman;True;True;False;False;False;False;1;1
1518;KB;1729.0;Pieter van Nieuwersluys;Ursula Terwen;Pieter van Nieuwersluys & Ursula Terwen;Johannes van Oosterwyk;Amsterdam;Amsterdam;Jan T.S. Terwen;Claas Bruin;Johannes van Oosterwyk;;;;;;;;;;;;;;;;;;;;Jan T.S. Terwen, Claas Bruin, Johannes van Oosterwyk;3;Ursula;Terwen;Pieter van;Nieuwersluys;Johannes van;Oosterwyk;True;False;False;False;True;True;1;0
1519;KB;1729.0;Gerard Vygh;Margareta Kops;Gerard Vygh & Margareta Kops;Johannes van Oosterwyk;Amsterdam;Hoorn;Johannes van Oosterwyk;Petrus Smidt;Pieter Langendyk;Govert Klinkhamer;Jan Olthoff;;;;;;;;;;;;;;;;;;Johannes van Oosterwyk, Petrus Smidt, Pieter Langendyk, Govert Klinkhamer, Jan Olthoff;5;Margareta;Kops;Gerard;Vygh;Johannes van;Oosterwyk;False;False;False;False;True;True;0;0
1520;KB;1729.0;Egbert de Vry Temminck;Margareta Temminck;Egbert de Vry Temminck & Margareta Temminck;Johannes van Oosterwyk;Amsterdam;Amsterdam;Jacob Michielsz Elias;Johannes van Oosterwyk;;;;;;;;;;;;;;;;;;;;;Jacob Michielsz Elias, Johannes van Oosterwyk;2;Margareta;Temminck;Egbert de Vry;Temminck;Johannes van;Oosterwyk;False;False;False;False;True;True;0;0
1521;KB;1729.0;François Brouwerius;Maria Halma;François Brouwerius & Maria Halma;Johannes van Oosterwyk;Amsterdam;Haarlem;Matthaeus Brouërius van Nidek;Johannes van Oosterwyk;;;;;;;;;;;;;;;;;;;;;Matthaeus Brouërius van Nidek, Johannes van Oosterwyk;2;Maria;Halma;François;Brouwerius;Johannes van;Oosterwyk;False;False;False;False;True;True;0;0
1522;KB;1729.0;Volkert van Koopstadt;Katharina Pott;Volkert van Koopstadt & Katharina Pott;Johannes van Oosterwyk;Amsterdam;Amsterdam;Jan Terwen;Johannes van Oosterwyk;;;;;;;;;;;;;;;;;;;;;Jan Terwen, Johannes van Oosterwyk;2;Katharina;Pott;Volkert van;Koopstadt;Johannes van;Oosterwyk;False;False;False;False;True;True;0;0
1523;KB;1729.0;Stephanus Spiering;Maria Kox;Stephanus Spiering & Maria Kox;Johannes van Oosterwyk;Amsterdam;Amsterdam;Govert Klinkhamer;Claas Bruin;Johannes van Oosterwyk;W.S.V.W.;;;;;;;;;;;;;;;;;;;Govert Klinkhamer, Claas Bruin, Johannes van Oosterwyk, W.S.V.W.;4;Maria;Kox;Stephanus;Spiering;Johannes van;Oosterwyk;False;False;False;False;True;True;0;0
1524;KB;1729.0;Iperus Ameland;Helena van der Linde;Iperus Ameland & Helena van der Linde;Johannes van Oosterwyk;Amsterdam;Muiden;R. van der Linde;Claas Bruin;Gijsbert Tysens;Adriaan de Kramer;N. van Schooten;Johannes van Oosterwyk;;;;;;;;;;;;;;;;;R. van der Linde, Claas Bruin, Gijsbert Tysens, Adriaan de Kramer, N. van Schooten, Johannes van Oosterwyk;6;Helena van der;Linde;Iperus;Ameland;Johannes van;Oosterwyk;True;False;False;False;True;True;1;0
1930;KB;1729.0;Barnardus de Reus;Maria Groenewoud;Barnardus de Reus & Maria Groenewoud;Evert Visscher;Amsterdam;;Evert Visscher;Claas Bruin;Pieter Langendyk;Lambert van den Broek;;;;;;;;;;;;;;;;;;;Evert Visscher, Claas Bruin, Pieter Langendyk, Lambert van den Broek;4;Maria;Groenewoud;Barnardus de;Reus;Evert;Visscher;False;False;False;False;True;True;0;0
2095;KB;1729.0;Abraham Gallé;Helena van Aalst;Abraham Gallé & Helena van Aalst;;;Enkhuizen;Pieter Langendyk;;;;;;;;;;;;;;;;;;;;;;Pieter Langendyk;1;Helena van;Aalst;Abraham;Gallé;;;False;False;False;False;True;True;0;0
2098;KB;1729.0;Koenraad Groenewoud;Joanna Hilverdink;Koenraad Groenewoud & Joanna Hilverdink;;;Amsterdam;Claas Bruin;T. Selgersma;Lambert van den Broek;Evert Visscher;Pieter Langendyk;;;;;;;;;;;;;;;;;;Claas Bruin, T. Selgersma, Lambert van den Broek, Evert Visscher, Pieter Langendyk;5;Joanna;Hilverdink;Koenraad;Groenewoud;;;False;False;False;False;True;True;0;0
2100;KB;1729.0;Tobias Schryver;Rebekka Nieuwenhuis;Tobias Schryver & Rebekka Nieuwenhuis;;;Amsterdam;Pieter Langendyk;;;;;;;;;;;;;;;;;;;;;;Pieter Langendyk;1;Rebekka;Nieuwenhuis;Tobias;Schryver;;;False;False;False;False;True;True;0;0
2184;KB;1729.0;Adriaan Verduyn;Catharina Bakker;Adriaan Verduyn & Catharina Bakker;;;Dordrecht;Jan Goeree;Pierre de Campdomerc;J.J. de Campdomerc;Jan Baptista Wellekens;Claas Bruin;J.V.;Jan Geldorp;J.C.;;;;;;;;;;;;;;;Jan Goeree, Pierre de Campdomerc, J.J. de Campdomerc, Jan Baptista Wellekens, Claas Bruin, J.V., Jan Geldorp, J.C.;8;Catharina;Bakker;Adriaan;Verduyn;;;False;False;False;False;True;True;0;0
2865;KB;1729.0;Joannes Fredericus Gronovius;Joanna Suzanna Alensoon;Joannes Fredericus Gronovius & Joanna Suzanna Alensoon;;;Amsterdam;Hendrik Snakenburg;;;;;;;;;;;;;;;;;;;;;;Hendrik Snakenburg;1;Joanna Suzanna;Alensoon;Joannes Fredericus;Gronovius;;;False;False;False;False;True;True;0;0
2874;KB;1729.0;Christiaan Steenberg;Johanna Westerhout;Christiaan Steenberg & Johanna Westerhout;;;Deventer;Isaac S.W.B. Boonen;Claas Bruin;Arnold Boonen;;;;;;;;;;;;;;;;;;;;Isaac S.W.B. Boonen, Claas Bruin, Arnold Boonen;3;Johanna;Westerhout;Christiaan;Steenberg;;;False;False;False;False;True;True;0;0
1525;KB;1730.0;Aernoud Revius;Sibilla Clasina Oosterwyk;Aernoud Revius & Sibilla Clasina Oosterwyk;Johannes van Oosterwyk;Amsterdam;Goes;Gijsbert Tysens;Johannes van Oosterwyk;L.P.;;;;;;;;;;;;;;;;;;;;Gijsbert Tysens, Johannes van Oosterwyk, L.P.;3;Sibilla Clasina;Oosterwyk;Aernoud;Revius;Johannes van;Oosterwyk;True;False;True;False;True;True;1;0
1526;KB;1730.0;Abraham van Ruster;Catharina van den Bergh;Abraham van Ruster & Catharina van den Bergh;Johannes van Oosterwyk;Amsterdam;Amsterdam;Johannes van Oosterwyk;Claas Bruin;Gijsbert Tysens;Jan van Ruster;;;;;;;;;;;;;;;;;;;Johannes van Oosterwyk, Claas Bruin, Gijsbert Tysens, Jan van Ruster;4;Catharina van den;Bergh;Abraham van;Ruster;Johannes van;Oosterwyk;False;True;False;False;True;True;0;1
1822;KB;1730.0;Adriaan Jacobsz van Ommering;Maria Louff;Adriaan Jacobsz van Ommering & Maria Louff;Hendrik Stockinck;Amsterdam;Haarlem;Adriaan Jacobsz van Ommering;Hendrik Stockinck;Jan Jacobsz van Ommering;Jacobus Jacobsz van Ommering;Johannes Meyer;Gijsbert Tysens;;;;;;;;;;;;;;;;;Adriaan Jacobsz van Ommering, Hendrik Stockinck, Jan Jacobsz van Ommering, Jacobus Jacobsz van Ommering, Johannes Meyer, Gijsbert Tysens;6;Maria;Louff;Adriaan Jacobsz van;Ommering;Hendrik;Stockinck;False;True;False;False;True;True;0;3
1883;KB;1730.0;Jacob Terwen;Suzanna Wynands;Jacob Terwen & Suzanna Wynands;Jacobus Verheyde;Amsterdam;Amsterdam;Pieter Langendyk;;Nicolaas Verheyde;;;;;;;;;;;;;;;;;;;;Pieter Langendyk, Nicolaas Verheyde;2;Suzanna;Wynands;Jacob;Terwen;Jacobus;Verheyde;False;False;False;False;False;True;0;0
2010;KB;1730.0;Izaak Hope;Maria van Vlierden;Izaak Hope & Maria van Vlierden;Arnold Willis;Rotterdam;Brielle;Arnold Willis;Pieter Langendyk;Jacobus Targier;Simon Doekes;Nikolaes Versteeg;Jan van Hoogstraten;A.H.;;;;;;;;;;;;;;;;Arnold Willis, Pieter Langendyk, Jacobus Targier, Simon Doekes, Nikolaes Versteeg, Jan van Hoogstraten, A.H.;7;Maria van;Vlierden;Izaak;Hope;Arnold;Willis;False;False;False;False;True;True;0;0
2102;KB;1730.0;Pieter Pietersz de Wolf;Ursula van Meekeren;Pieter Pietersz de Wolf & Ursula van Meekeren;;;Amsterdam;Isaac Verburg;Govert Klinkhamer;Jacobus van der Strengh;Pieter Langendyk;Lambert van den Broek;Philip Zweerts;Joannes Haverkamp;C.L.;;;;;;;;;;;;;;;Isaac Verburg, Govert Klinkhamer, Jacobus van der Strengh, Pieter Langendyk, Lambert van den Broek, Philip Zweerts, Joannes Haverkamp, C.L.;8;Ursula van;Meekeren;Pieter Pietersz de;Wolf;;;False;False;False;False;True;True;0;0
2189;KB;1730.0;Isaak Beukelaar;Cornelia Snappers;Isaak Beukelaar & Cornelia Snappers;;;;Claas Bruin;Hermanus van den Burg;Egidius Beukelaar;Johannes Beukelaar;C.V.A.;Lambert van den Broek;Geertruid Beukelaar;Anna Catharina Beukelaar;Helena Maria Beukelaar;;;;;;;;;;;;;;Claas Bruin, Hermanus van den Burg, Egidius Beukelaar, Johannes Beukelaar, C.V.A., Lambert van den Broek, Geertruid Beukelaar, Anna Catharina Beukelaar, Helena Maria Beukelaar;9;Cornelia;Snappers;Isaak;Beukelaar;;;False;True;False;False;True;True;0;5
2899;KB;1730.0;Willem van Vollenhoven;Catharina Wilhelmina Brunink;Willem van Vollenhoven & Catharina Wilhelmina Brunink;;;Leiden;Arnold Hoogvliet;Claas Bruin;Joannes Haverkamp;Gijsbert Tysens;Jan Wandelaar;J.V.M.;;;;;;;;;;;;;;;;;Arnold Hoogvliet, Claas Bruin, Joannes Haverkamp, Gijsbert Tysens, Jan Wandelaar, J.V.M.;6;Catharina Wilhelmina;Brunink;Willem van;Vollenhoven;;;False;False;False;False;True;True;0;0
2906;KB;1730.0;Jan Sandyk;Maria Catharina Baalde;Jan Sandyk & Maria Catharina Baalde;;;;Claas Bruin;;;;;;;;;;;;;;;;;;;;;;Claas Bruin;1;Maria Catharina;Baalde;Jan;Sandyk;;;False;False;False;False;True;True;0;0
