0;Database;year;Bruidegom;Bruid;Bruidspaar;Drukker;Plaats_druk;Plaats_huwelijk;Auteur1;Auteur2;Auteur3;Auteur4;Auteur5;Auteur6;Auteur7;Auteur8;Auteur9;Auteur10;Auteur11;Auteur12;Auteur13;Auteur14;Auteur15;Auteur16;Auteur17;Auteur18;Auteur19;Auteur20;Auteur21;Auteur22;Alleauteurs;n-authors;firstname_bride;lastname_bride;firstname_groom;lastname_groom;firstname_printer;lastname_printer;bride_authors;groom_authors;bride_printer;groom_printer;Printer_authors;lastnameprinter_authors;bride_authors_count;groom_authors_count
2732;KB;1723.0;Pieter Vermaten;Emmerentia Buys;Pieter Vermaten & Emmerentia Buys;;;Amsterdam;Arnout de Bordes;M.M. Wiel;Jan Egbertsz Buys;Jacob van Veen;L.V.M.;Hubert Kornelisz Poot;Harmanus Meyer;David van Hoogstraten;Jacobus van der Strengh;;;;;;;;;;;;;;Arnout de Bordes, M.M. Wiel, Jan Egbertsz Buys, Jacob van Veen, L.V.M., Hubert Kornelisz Poot, Harmanus Meyer, David van Hoogstraten, Jacobus van der Strengh;9;Emmerentia;Buys;Pieter;Vermaten;;;True;False;False;False;True;True;1;0
2734;KB;1723.0;Jacob Cornelis van der Sluys;Anna Barta Blom;Jacob Cornelis van der Sluys & Anna Barta Blom;;;Utrecht;Gulliam van der Sluys;Gijsbert Tysens;Dirk Dirkse Blom;Pieter Scholten;;;;;;;;;;;;;;;;;;;Gulliam van der Sluys, Gijsbert Tysens, Dirk Dirkse Blom, Pieter Scholten;4;Anna Barta;Blom;Jacob Cornelis van der;Sluys;;;True;True;False;False;True;True;1;1
2735;KB;1723.0;Jacob Sydervelt;Jacoba van Mollem;Jacob Sydervelt & Jacoba van Mollem;;;Amsterdam;Kornelis Boon van Engelant;David van Hoogstraten;Frans Greenwood;Jan Baptista Wellekens;Claas Bruin;Abraham Bógaert;Joannes Haverkamp;Eduard Sennepart;Moses Giron;Jacobus van der Strengh;;;;;;;;;;;;;Kornelis Boon van Engelant, David van Hoogstraten, Frans Greenwood, Jan Baptista Wellekens, Claas Bruin, Abraham Bógaert, Joannes Haverkamp, Eduard Sennepart, Moses Giron, Jacobus van der Strengh;10;Jacoba van;Mollem;Jacob;Sydervelt;;;False;False;False;False;True;True;0;0
355;KB;1724.0;Jacob Schyn;Gesina Verbeek;Jacob Schyn & Gesina Verbeek;Barent Visscher;Amsterdam;Amsterdam;Eduard van Nikkelen;Jan Geldorp;Jan Baptista Wellekens;Marten Schagen;Pieter van de Walle;Evert Visscher;;;;;;;;;;;;;;;;;Eduard van Nikkelen, Jan Geldorp, Jan Baptista Wellekens, Marten Schagen, Pieter van de Walle, Evert Visscher;6;Gesina;Verbeek;Jacob;Schyn;Barent;Visscher;False;False;False;False;False;True;0;0
361;KB;1724.0;Abraham Barnaart;Engeltje van Hoven;Abraham Barnaart & Engeltje van Hoven;Johannes van Oosterwyk;Amsterdam;Amsterdam;Johannes van Oosterwyk;Jan Baptista Wellekens;David van Hoogstraten;Willem van der Hoeven;Abraham Bógaert;Claas Bruin;Govert van Mater;Pieter (Jr) Merkman;Gijsbert Tysens;Jacobus van der Strengh;;;;;;;;;;;;;Johannes van Oosterwyk, Jan Baptista Wellekens, David van Hoogstraten, Willem van der Hoeven, Abraham Bógaert, Claas Bruin, Govert van Mater, Pieter (Jr) Merkman, Gijsbert Tysens, Jacobus van der Strengh;10;Engeltje van;Hoven;Abraham;Barnaart;Johannes van;Oosterwyk;False;False;False;False;True;True;0;0
697;KB;1724.0;Jan van der Leeden;Regina Putter;Jan van der Leeden & Regina Putter;Willem Barents;Amsterdam;Amsterdam;Jan T.S. Ys;Gijsbert Tysens;Willem Barents;;;;;;;;;;;;;;;;;;;;Jan T.S. Ys, Gijsbert Tysens, Willem Barents;3;Regina;Putter;Jan van der;Leeden;Willem;Barents;False;False;False;False;True;True;0;0
715;KB;1724.0;Hendrik Martyn;Hillegonda van Delden;Hendrik Martyn & Hillegonda van Delden;Willem Barents;Amsterdam;Schoonhoven;Pieter Martyn;Willem Barents;Jan Ys;Gijsbert Tysens;;;;;;;;;;;;;;;;;;;Pieter Martyn, Willem Barents, Jan Ys, Gijsbert Tysens;4;Hillegonda van;Delden;Hendrik;Martyn;Willem;Barents;False;True;False;False;True;True;0;1
810;KB;1724.0;Mathys Staats;Johanna Elisabeth Schutstal;Mathys Staats & Johanna Elisabeth Schutstal;Willem Barents;Amsterdam;;Jan Schutstal;Willem A.V. Barents;Jacob Schuer;Gijsbert Tysens;Hubert Gregorius van Vryhoff;Jan van Dinteren;;;;;;;;;;;;;;;;;Jan Schutstal, Willem A.V. Barents, Jacob Schuer, Gijsbert Tysens, Hubert Gregorius van Vryhoff, Jan van Dinteren;6;Johanna Elisabeth;Schutstal;Mathys;Staats;Willem;Barents;True;False;False;False;False;True;1;0
1211;KB;1724.0;Anthony van Oldenbarneveld;Maria Anna Marchand;Anthony van Oldenbarneveld & Maria Anna Marchand;Balthazar Lakeman;Amsterdam;;Jacobus Blom;Pieter Nessing;Claas Bruin;Jan Nessing;Johannes Lublink;Gijsbert Tysens;Fredrik de Bruyn;;;;;;;;;;;;;;;;Jacobus Blom, Pieter Nessing, Claas Bruin, Jan Nessing, Johannes Lublink, Gijsbert Tysens, Fredrik de Bruyn;7;Maria Anna;Marchand;Anthony van;Oldenbarneveld;Balthazar;Lakeman;False;False;False;False;False;False;0;0
1212;KB;1724.0;Jan Eldertsz van den Berg;Christina Outman;Jan Eldertsz van den Berg & Christina Outman;Balthazar Lakeman;Amsterdam;;Pieter Langendyk;Joannes Reyniersz van den Broek;;;;;;;;;;;;;;;;;;;;;Pieter Langendyk, Joannes Reyniersz van den Broek;2;Christina;Outman;Jan Eldertsz van den;Berg;Balthazar;Lakeman;False;False;False;False;False;False;0;0
1223;KB;1724.0;Teunis van Leeuwen;Jannetje Valentyn van Schoonwinkel;Teunis van Leeuwen & Jannetje Valentyn van Schoonwinkel;Johannes van Leeuwen;Amsterdam;Amsterdam;Jan van Leeuwen;Gijsbert Tysens;;;;;;;;;;;;;;;;;;;;;Jan van Leeuwen, Gijsbert Tysens;2;Jannetje Valentyn van;Schoonwinkel;Teunis van;Leeuwen;Johannes van;Leeuwen;False;True;False;True;False;True;0;1
1502;KB;1724.0;Jean de La Haye;Louïse Marissal;Jean de La Haye & Louïse Marissal;Johannes van Oosterwyk;Amsterdam;Amsterdam;Johannes van Oosterwyk;Menno Nieuwouts;D.C.;;;;;;;;;;;;;;;;;;;;Johannes van Oosterwyk, Menno Nieuwouts, D.C.;3;Louïse;Marissal;Jean de La;Haye;Johannes van;Oosterwyk;False;False;False;False;True;True;0;0
1503;KB;1724.0;Abraham Scherenberg;Johanna Dorothea d' Orville;Abraham Scherenberg & Johanna Dorothea d' Orville;Johannes van Oosterwyk;Amsterdam;Amsterdam;Johannes van Oosterwyk;Balthazar Huydecoper;Gijsbert Tysens;Jacob Michielsz Elias;;;;;;;;;;;;;;;;;;;Johannes van Oosterwyk, Balthazar Huydecoper, Gijsbert Tysens, Jacob Michielsz Elias;4;Johanna Dorothea d';Orville;Abraham;Scherenberg;Johannes van;Oosterwyk;False;False;False;False;True;True;0;0
1504;KB;1724.0;Abraham Erbervelt;Cornelia Ploos van Amstel;Abraham Erbervelt & Cornelia Ploos van Amstel;Johannes van Oosterwyk;Amsterdam;Haarlem;Cornelis Jacob Ploos van Amstel;B. Cornelisz Ploos van Amstel;Johannes van Oosterwyk;;;;;;;;;;;;;;;;;;;;Cornelis Jacob Ploos van Amstel, B. Cornelisz Ploos van Amstel, Johannes van Oosterwyk;3;Cornelia Ploos van;Amstel;Abraham;Erbervelt;Johannes van;Oosterwyk;True;False;False;False;True;True;2;0
1505;KB;1724.0;Jan Abrahamsz de Haan;Catharina de Haan;Jan Abrahamsz de Haan & Catharina de Haan;Johannes van Oosterwyk;Amsterdam;Amsterdam;Jan Baptista Wellekens;Johannes van Oosterwyk;Dionys Oortman;Joannes Reyniersz van den Broek;Claas Bruin;A.V.G.;Gijsbert Tysens;C.H.;Terwen;;;;;;;;;;;;;;Jan Baptista Wellekens, Johannes van Oosterwyk, Dionys Oortman, Joannes Reyniersz van den Broek, Claas Bruin, A.V.G., Gijsbert Tysens, C.H., Terwen;9;Catharina de;Haan;Jan Abrahamsz de;Haan;Johannes van;Oosterwyk;False;False;False;False;True;True;0;0
1506;KB;1724.0;Johan Carstensz;Maria de Wilde;Johan Carstensz & Maria de Wilde;Johannes van Oosterwyk;Amsterdam;Hamburg;Johannes van Oosterwyk;Sergius Bicker Swellengrebel;Jacob Raye;J.S. Donker;;;;;;;;;;;;;;;;;;;Johannes van Oosterwyk, Sergius Bicker Swellengrebel, Jacob Raye, J.S. Donker;4;Maria de;Wilde;Johan;Carstensz;Johannes van;Oosterwyk;False;False;False;False;True;True;0;0
1545;KB;1724.0;Jacob Meinertzhagen;Sara Le Brun;Jacob Meinertzhagen & Sara Le Brun;Johannes van Oosterwyk;Amsterdam;Vlissingen;Johannes van Oosterwyk;Jacobus Jacobi Meinertzhagen;Abraham Bógaert;Claas Bruin;George Wetstein;Gijsbert Tysens;;;;;;;;;;;;;;;;;Johannes van Oosterwyk, Jacobus Jacobi Meinertzhagen, Abraham Bógaert, Claas Bruin, George Wetstein, Gijsbert Tysens;6;Sara Le;Brun;Jacob;Meinertzhagen;Johannes van;Oosterwyk;False;True;False;False;True;True;0;1
1577;KB;1724.0;Willem Butler;Maria Leeser;Willem Butler & Maria Leeser;Martinus Petzold;Amsterdam;Amsterdam;Jan Brandt (Jr);Jacob Leeser;N. van Schooten;H. Oortman;Pieter Langendyk;F. Zoeten;R. van Gelder;;;;;;;;;;;;;;;;Jan Brandt (Jr), Jacob Leeser, N. van Schooten, H. Oortman, Pieter Langendyk, F. Zoeten, R. van Gelder;7;Maria;Leeser;Willem;Butler;Martinus;Petzold;True;False;False;False;False;False;1;0
1731;KB;1724.0;Jan Adriaensz Blok;Katharina van Raad;Jan Adriaensz Blok & Katharina van Raad;Marten Schagen;Amsterdam;Amsterdam;Kornelis Willemsz Westerbaen;Marten Schagen;R. Blok;A. Adriaensz Blok;P.V.G.;Barent Kok;Eduard van Nikkelen;Claas Bruin;Petrus Smids;;;;;;;;;;;;;;Kornelis Willemsz Westerbaen, Marten Schagen, R. Blok, A. Adriaensz Blok, P.V.G., Barent Kok, Eduard van Nikkelen, Claas Bruin, Petrus Smids;9;Katharina van;Raad;Jan Adriaensz;Blok;Marten;Schagen;False;True;False;False;True;True;0;2
1882;KB;1724.0;Willem de Witt;Maria Coster;Willem de Witt & Maria Coster;Jacobus Verheyde;Amsterdam;Amsterdam;Jan Baptista Wellekens;Willem van der Hoeven;Claas Bruin;Gijsbert Tysens;J. de Witt;;;;;;;;;;;;;;;;;;Jan Baptista Wellekens, Willem van der Hoeven, Claas Bruin, Gijsbert Tysens, J. de Witt;5;Maria;Coster;Willem de;Witt;Jacobus;Verheyde;False;True;False;False;False;False;0;1
1929;KB;1724.0;Wynand Blaeupot;Sara Kops;Wynand Blaeupot & Sara Kops;Barent Visscher;Amsterdam;Amsterdam;Jan Baptista Wellekens;Isaac Thomasz Delcourt;Claas Bruin;Pieter Langendyk;Robert Hennebo;Pieter (Jr) Merkman;Michiel van II Leeuwen;Evert Visscher;Aäron van Hulkenroy;;;;;;;;;;;;;;Jan Baptista Wellekens, Isaac Thomasz Delcourt, Claas Bruin, Pieter Langendyk, Robert Hennebo, Pieter (Jr) Merkman, Michiel van II Leeuwen, Evert Visscher, Aäron van Hulkenroy;9;Sara;Kops;Wynand;Blaeupot;Barent;Visscher;False;False;False;False;False;True;0;0
2078;KB;1724.0;Jacob van Varelen;Geertruyda de Beer;Jacob van Varelen & Geertruyda de Beer;;;Amsterdam;Pieter Langendyk;;;;;;;;;;;;;;;;;;;;;;Pieter Langendyk;1;Geertruyda de;Beer;Jacob van;Varelen;;;False;False;False;False;True;True;0;0
2080;KB;1724.0;Petrus Smids;Margareta Engelbregt;Petrus Smids & Margareta Engelbregt;;;Amsterdam;Matthaeus Brouërius van Nidek;Claas Bruin;Willem van der Hoeven;Pieter Langendyk;A. Speelman;Govert van Mater;D.G.;;;;;;;;;;;;;;;;Matthaeus Brouërius van Nidek, Claas Bruin, Willem van der Hoeven, Pieter Langendyk, A. Speelman, Govert van Mater, D.G.;7;Margareta;Engelbregt;Petrus;Smids;;;False;False;False;False;True;True;0;0
2119;KB;1724.0;Etienne Constantin Duclos de Somerij;Jacoba Clara Anna Elisabeth Clyburg;Etienne Constantin Duclos de Somerij & Jacoba Clara Anna Elisabeth Clyburg;;;Amsterdam;Claas Bruin;Gijsbert Tysens;Jacob Clyburg;George Wetstein;Antoine Augustin Bruzen la Martiniere;;;;;;;;;;;;;;;;;;Claas Bruin, Gijsbert Tysens, Jacob Clyburg, George Wetstein, Antoine Augustin Bruzen la Martiniere;5;Jacoba Clara Anna Elisabeth;Clyburg;Etienne Constantin Duclos de;Somerij;;;True;False;False;False;True;True;1;0
2738;KB;1724.0;Moses van Eys;Petronella Anna van Veen;Moses van Eys & Petronella Anna van Veen;;;Amsterdam;Jan Baptista Wellekens;Claas Bruin;Jan Goeree;;;;;;;;;;;;;;;;;;;;Jan Baptista Wellekens, Claas Bruin, Jan Goeree;3;Petronella Anna van;Veen;Moses van;Eys;;;False;False;False;False;True;True;0;0
2741;KB;1724.0;Abraham van Broyel;Anna Emmerentia Krab;Abraham van Broyel & Anna Emmerentia Krab;;;Amsterdam;P.C. Krab;Herman van Broyel;Claas Bruin;;;;;;;;;;;;;;;;;;;;P.C. Krab, Herman van Broyel, Claas Bruin;3;Anna Emmerentia;Krab;Abraham van;Broyel;;;True;True;False;False;True;True;1;1
2746;KB;1724.0;Paulus van den Ende;Debora Hendriksz Verryn;Paulus van den Ende & Debora Hendriksz Verryn;;;Schiedam;Paulus Hendriksz Verryn;Claas Bruin;;;;;;;;;;;;;;;;;;;;;Paulus Hendriksz Verryn, Claas Bruin;2;Debora Hendriksz;Verryn;Paulus van den;Ende;;;True;False;False;False;True;True;1;0
2749;KB;1724.0;Petrus van Musschenbroek;Adriana van de Water;Petrus van Musschenbroek & Adriana van de Water;;;;Hendrik Snakenburg;;;;;;;;;;;;;;;;;;;;;;Hendrik Snakenburg;1;Adriana van de;Water;Petrus van;Musschenbroek;;;False;False;False;False;True;True;0;0
2751;KB;1724.0;David Casparusz Raket;Hadewig Lulofs;David Casparusz Raket & Hadewig Lulofs;;;;Claas Bruin;Joannes Haverkamp;I. G.V. Raket;Henrick Raket;;;;;;;;;;;;;;;;;;;Claas Bruin, Joannes Haverkamp, I. G.V. Raket, Henrick Raket;4;Hadewig;Lulofs;David Casparusz;Raket;;;False;True;False;False;True;True;0;2
2753;KB;1724.0;Jacob Dirksz van Lennep;Susanna Catharina de Wolff;Jacob Dirksz van Lennep & Susanna Catharina de Wolff;;;;Jan Baptista Wellekens;Abraham Bógaert;Willem van der Hoeven;Claas Bruin;Josua van Huysum;Pieter Langendyk;Gijsbert Tysens;Johannes van Oosterwyk;Philip Zweerts;W.;;;;;;;;;;;;;Jan Baptista Wellekens, Abraham Bógaert, Willem van der Hoeven, Claas Bruin, Josua van Huysum, Pieter Langendyk, Gijsbert Tysens, Johannes van Oosterwyk, Philip Zweerts, W.;10;Susanna Catharina de;Wolff;Jacob Dirksz van;Lennep;;;False;False;False;False;True;True;0;0
2754;KB;1724.0;Jacob Dirksz van Lennep;Susanna Catharina de Wolff;Jacob Dirksz van Lennep & Susanna Catharina de Wolff;;;Amsterdam;Gijsbert Tysens;;;;;;;;;;;;;;;;;;;;;;Gijsbert Tysens;1;Susanna Catharina de;Wolff;Jacob Dirksz van;Lennep;;;False;False;False;False;True;True;0;0
2758;KB;1724.0;Willem van Gogh;Lucia Elisabeth Doornik;Willem van Gogh & Lucia Elisabeth Doornik;;;Babiloniënbroek;Joan Doornik;Gerrit van Gogh;David Doornik;Claas Bruin;;;;;;;;;;;;;;;;;;;Joan Doornik, Gerrit van Gogh, David Doornik, Claas Bruin;4;Lucia Elisabeth;Doornik;Willem van;Gogh;;;True;True;False;False;True;True;2;1
2760;KB;1724.0;Kornelis Jacobse Swart;Antonia Antonise van Teemst;Kornelis Jacobse Swart & Antonia Antonise van Teemst;;;Amsterdam;Gijsbert Tysens;Maria Fokke;;;;;;;;;;;;;;;;;;;;;Gijsbert Tysens, Maria Fokke;2;Antonia Antonise van;Teemst;Kornelis Jacobse;Swart;;;False;False;False;False;True;True;0;0
2761;KB;1724.0;Johan Lodewyk Schuer;Agneta Pinart;Johan Lodewyk Schuer & Agneta Pinart;;;Veere;David van Hoogstraten;Matthaeus Brouërius van Nidek;Arnoldus Henricus Westerhovius;Willem van der Hoeven;Joannes Haverkamp;;;;;;;;;;;;;;;;;;David van Hoogstraten, Matthaeus Brouërius van Nidek, Arnoldus Henricus Westerhovius, Willem van der Hoeven, Joannes Haverkamp;5;Agneta;Pinart;Johan Lodewyk;Schuer;;;False;False;False;False;True;True;0;0
2763;KB;1724.0;Thomas Meyer;Johanna La Clé;Thomas Meyer & Johanna La Clé;;;Goes;Isaac Sweers (Jr);Claas Bruin;Joannes Haverkamp;;;;;;;;;;;;;;;;;;;;Isaac Sweers (Jr), Claas Bruin, Joannes Haverkamp;3;Johanna La;Clé;Thomas;Meyer;;;False;False;False;False;True;True;0;0
2766;KB;1724.0;Leendert Jansz de Neufville;Agneta de Wolff;Leendert Jansz de Neufville & Agneta de Wolff;;;Amsterdam;Isaac Verburg;George Wetstein;Jan Baptista Wellekens;Claas Bruin;Josua van Huysum;C.L.;Evert Visscher;Philip Zweerts;T.O.;;;;;;;;;;;;;;Isaac Verburg, George Wetstein, Jan Baptista Wellekens, Claas Bruin, Josua van Huysum, C.L., Evert Visscher, Philip Zweerts, T.O.;9;Agneta de;Wolff;Leendert Jansz de;Neufville;;;False;False;False;False;True;True;0;0
24;KB;1725.0;Lucas Bardon;Anna Groenewoud;Lucas Bardon & Anna Groenewoud;;;Amsterdam;Pieter Langendyk;;;;;;;;;;;;;;;;;;;;;;Pieter Langendyk;1;Anna;Groenewoud;Lucas;Bardon;;;False;False;False;False;True;True;0;0
79;KB;1725.0;Aarnout Aarnoutsz Clignet;Katharina Gasparine van der Meulen;Aarnout Aarnoutsz Clignet & Katharina Gasparine van der Meulen;Jan van Damme;Leiden;;David van Hoogstraten;Philadelphus;C.H.;A.S.;;;;;;;;;;;;;;;;;;;David van Hoogstraten, Philadelphus, C.H., A.S.;4;Katharina Gasparine van der;Meulen;Aarnout Aarnoutsz;Clignet;Jan van;Damme;False;False;False;False;False;False;0;0
441;KB;1725.0;Hendrik Stadlander;Emelia van Vollenhoven;Hendrik Stadlander & Emelia van Vollenhoven;Lescailje;Amsterdam;Amsterdam;Claas Bruin;Joannes Haverkamp;Pieter Langendyk;J.V.M.;;;;;;;;;;;;;;;;;;;Claas Bruin, Joannes Haverkamp, Pieter Langendyk, J.V.M.;4;Emelia van;Vollenhoven;Hendrik;Stadlander;Lescailje;;False;False;False;False;False;True;0;0
1132;KB;1725.0;Jan Buyssant;Geertruyd Vergoes;Jan Buyssant & Geertruyd Vergoes;Anthony Hoorens;Haarlem;Rozendaal;Pieter Langendyk;;;;;;;;;;;;;;;;;;;;;;Pieter Langendyk;1;Geertruyd;Vergoes;Jan;Buyssant;Anthony;Hoorens;False;False;False;False;False;False;0;0
1175;KB;1725.0;Joan Nicolaasz Marcus;Dorothea Goltz;Joan Nicolaasz Marcus & Dorothea Goltz;Joannes II Kannewet;Amsterdam;Amsterdam;Claas Bruin;Gerardus Wilhelmus Goltz;A.W. Marcus;;;;;;;;;;;;;;;;;;;;Claas Bruin, Gerardus Wilhelmus Goltz, A.W. Marcus;3;Dorothea;Goltz;Joan Nicolaasz;Marcus;Joannes II;Kannewet;True;True;False;False;False;False;1;1
1507;KB;1725.0;Jan van den Bergh;Wyntje Daam;Jan van den Bergh & Wyntje Daam;Johannes van Oosterwyk;Amsterdam;Amsterdam;Claas Bruin;Jacobus van der Strengh;Jan Mol;Gerrit van der Veer;Johannes van Oosterwyk;J.M.;;;;;;;;;;;;;;;;;Claas Bruin, Jacobus van der Strengh, Jan Mol, Gerrit van der Veer, Johannes van Oosterwyk, J.M.;6;Wyntje;Daam;Jan van den;Bergh;Johannes van;Oosterwyk;False;False;False;False;True;True;0;0
1508;KB;1725.0;Jan Boonen;Catharina Schutte;Jan Boonen & Catharina Schutte;Johannes van Oosterwyk;Amsterdam;Amsterdam;Johannes van Oosterwyk;Hendrik Schutte;Pieter Broes;Jacobus van der Strengh;N.V.L.;Hubert Gregorius van Vryhoff;Willem van der Hoeven;Claas Bruin;Gerrit Bruin;;;;;;;;;;;;;;Johannes van Oosterwyk, Hendrik Schutte, Pieter Broes, Jacobus van der Strengh, N.V.L., Hubert Gregorius van Vryhoff, Willem van der Hoeven, Claas Bruin, Gerrit Bruin;9;Catharina;Schutte;Jan;Boonen;Johannes van;Oosterwyk;True;False;False;False;True;True;1;0
1509;KB;1725.0;Jan van Bremen;Anna Moubach;Jan van Bremen & Anna Moubach;Johannes van Oosterwyk;Amsterdam;Amsterdam;Abraham Moubach;Gijsbert Tysens;Johannes van Oosterwyk;;;;;;;;;;;;;;;;;;;;Abraham Moubach, Gijsbert Tysens, Johannes van Oosterwyk;3;Anna;Moubach;Jan van;Bremen;Johannes van;Oosterwyk;True;False;False;False;True;True;1;0
1510;KB;1725.0;Pieter de Nes;Josina Centen;Pieter de Nes & Josina Centen;Johannes van Oosterwyk;Amsterdam;Haarlem;Claas Bruin;Jan Geldorp;Johannes van Oosterwyk;L.C.;;;;;;;;;;;;;;;;;;;Claas Bruin, Jan Geldorp, Johannes van Oosterwyk, L.C.;4;Josina;Centen;Pieter de;Nes;Johannes van;Oosterwyk;False;False;False;False;True;True;0;0
1540;KB;1725.0;Jan (Jr) Brandt;Maria Lups;Jan (Jr) Brandt & Maria Lups;Johannes van Oosterwyk;Amsterdam;Amsterdam;Johannes van Oosterwyk;Jacob Brandt;Jean Lanting;Matthaeus Brouërius van Nidek;Willem Butler;Claas Bruin;Pieter Langendyk;J.B.;;;;;;;;;;;;;;;Johannes van Oosterwyk, Jacob Brandt, Jean Lanting, Matthaeus Brouërius van Nidek, Willem Butler, Claas Bruin, Pieter Langendyk, J.B.;8;Maria;Lups;Jan (Jr);Brandt;Johannes van;Oosterwyk;False;True;False;False;True;True;0;1
1541;KB;1725.0;Willem van Dyk;Hendrina Brandt;Willem van Dyk & Hendrina Brandt;Johannes van Oosterwyk;Amsterdam;Amsterdam;Jacob Brandt;Juriaan van Dyk;David Hooghuysen;Regnerus van Dyk;J.G. Stierlin;Johannes van Oosterwyk;Jan Baptista Wellekens;;;;;;;;;;;;;;;;Jacob Brandt, Juriaan van Dyk, David Hooghuysen, Regnerus van Dyk, J.G. Stierlin, Johannes van Oosterwyk, Jan Baptista Wellekens;7;Hendrina;Brandt;Willem van;Dyk;Johannes van;Oosterwyk;True;True;False;False;True;True;1;2
1827;KB;1725.0;Hermanus Smit;Engelina Maria Geelmuyden;Hermanus Smit & Engelina Maria Geelmuyden;Johannes I Strander;Amsterdam;Leiderdorp;Jan Baptista Wellekens;Jan Geldorp;C. Smit;Willem Boeken;Johannes Smit;;;;;;;;;;;;;;;;;;Jan Baptista Wellekens, Jan Geldorp, C. Smit, Willem Boeken, Johannes Smit;5;Engelina Maria;Geelmuyden;Hermanus;Smit;Johannes I;Strander;False;True;False;False;False;False;0;2
2081;KB;1725.0;Balthazar Nolthenius;Johanna Boel;Balthazar Nolthenius & Johanna Boel;;;Muiden;Catharina Oillaarts;Hendrik Hendriksz Boel;Jan Isaac Robidé;Jan van Leeuwen;S. van de Velde;Abraham Titsingh;Claas Bruin;Jan Melchiorsz van den Bosch;Bernardus van Gerrevink;;;;;;;;;;;;;;Catharina Oillaarts, Hendrik Hendriksz Boel, Jan Isaac Robidé, Jan van Leeuwen, S. van de Velde, Abraham Titsingh, Claas Bruin, Jan Melchiorsz van den Bosch, Bernardus van Gerrevink;9;Johanna;Boel;Balthazar;Nolthenius;;;True;False;False;False;True;True;1;0
2082;KB;1725.0;Hendrik Hendriksz Boel;Cornelia van Leeuwen;Hendrik Hendriksz Boel & Cornelia van Leeuwen;;;Amsterdam;Catharina Oillaarts;Adrianus Molengraaf;Jan van Leeuwen;Willem van Doorn;Balthazar Nolthenius;Abraham Titsingh;Bernardus van Gerrevink;Enoch Krook;Jan Isaac Robidé;Claas Bruin;Jan Melchiorsz van den Bosch;Fredrik Duim;;;;;;;;;;;Catharina Oillaarts, Adrianus Molengraaf, Jan van Leeuwen, Willem van Doorn, Balthazar Nolthenius, Abraham Titsingh, Bernardus van Gerrevink, Enoch Krook, Jan Isaac Robidé, Claas Bruin, Jan Melchiorsz van den Bosch, Fredrik Duim;12;Cornelia van;Leeuwen;Hendrik Hendriksz;Boel;;;True;False;False;False;True;True;1;0
2083;KB;1725.0;Joannes (Jr) Linklaan;Anna Rentink;Joannes (Jr) Linklaan & Anna Rentink;;;Alkmaar;Benedictus van Ryneveld;Helena Linklaan;Wynant Linklaan;Willem van der Hoeven;Claas Bruin;Adriaan de Kramer;;;;;;;;;;;;;;;;;Benedictus van Ryneveld, Helena Linklaan, Wynant Linklaan, Willem van der Hoeven, Claas Bruin, Adriaan de Kramer;6;Anna;Rentink;Joannes (Jr);Linklaan;;;False;True;False;False;True;True;0;2
2772;KB;1725.0;Pieter La Clé;Johanna Lulofs;Pieter La Clé & Johanna Lulofs;;;Rotterdam;Isaac Sweers (Jr);Claas Bruin;;;;;;;;;;;;;;;;;;;;;Isaac Sweers (Jr), Claas Bruin;2;Johanna;Lulofs;Pieter La;Clé;;;False;False;False;False;True;True;0;0
2775;KB;1725.0;Jan van Leeuwen;Helena Claver;Jan van Leeuwen & Helena Claver;;;Ter Aar;Catharina Oillaarts;Jan van Cralingen;Hendrik Hendriksz Boel;Jacobus van der Strengh;Claas Bruin;Jan Melchiorsz van den Bosch;Hermanus van Reyneveld;;;;;;;;;;;;;;;;Catharina Oillaarts, Jan van Cralingen, Hendrik Hendriksz Boel, Jacobus van der Strengh, Claas Bruin, Jan Melchiorsz van den Bosch, Hermanus van Reyneveld;7;Helena;Claver;Jan van;Leeuwen;;;False;False;False;False;True;True;0;0
2777;KB;1725.0;Assuerus Issendorp;Johanna Graan;Assuerus Issendorp & Johanna Graan;;;Leiden;Herkules Bouman;F.G.;I.I.D. Issendorp;Claas Bruin;;;;;;;;;;;;;;;;;;;Herkules Bouman, F.G., I.I.D. Issendorp, Claas Bruin;4;Johanna;Graan;Assuerus;Issendorp;;;False;True;False;False;True;True;0;1
2784;KB;1725.0;Thomas de Vogel;Elisabeth Bosch;Thomas de Vogel & Elisabeth Bosch;;;Leiden;Jacobus van der Strengh;Claas Bruin;Pieter Langendyk;Robert Hennebo;C.L.;;;;;;;;;;;;;;;;;;Jacobus van der Strengh, Claas Bruin, Pieter Langendyk, Robert Hennebo, C.L.;5;Elisabeth;Bosch;Thomas de;Vogel;;;False;False;False;False;True;True;0;0
2787;KB;1725.0;Daniël Adrianus Beukelaar;Anna Alida Pott;Daniël Adrianus Beukelaar & Anna Alida Pott;;;Gouda;Willem van der Hoeven;;;;;;;;;;;;;;;;;;;;;;Willem van der Hoeven;1;Anna Alida;Pott;Daniël Adrianus;Beukelaar;;;False;False;False;False;True;True;0;0
